index,key_column,county,year,case,state,fips,precipitation,temp,population,rate,tempchg_c,tempchg,slope,bin
146.0,147.0,contra costa,2021,134.0,California,6013.0,0.0,72.8,1163298.0,11.518974501804353,1.71449388789505,3.08608899821109,0.02449276982707214,"(-inf, 0.0]"
147.0,148.0,del norte,2001,0.0,California,6015.0,0.9566666666666667,63.26666666666667,27292.0,0.0,1.6641071191943309,2.9953928145497954,0.028258422778771657,"(-inf, 0.0]"
148.0,149.0,del norte,2002,0.0,California,6015.0,0.25666666666666665,64.43333333333334,27397.0,0.0,1.679806242960315,3.023651237328567,0.028258422778771657,"(-inf, 0.0]"
149.0,150.0,del norte,2003,0.0,California,6015.0,0.14333333333333334,65.66666666666667,27601.0,0.0,1.6955053667262994,3.0519096601073388,0.028258422778771657,"(-inf, 0.0]"
150.0,151.0,del norte,2004,0.0,California,6015.0,0.5266666666666667,65.76666666666667,27950.0,0.0,1.7112044904922836,3.0801680828861104,0.028258422778771657,"(-inf, 0.0]"
151.0,152.0,del norte,2005,0.0,California,6015.0,1.2633333333333334,64.39999999999999,28281.0,0.0,1.7269036142582679,3.108426505664882,0.028258422778771657,"(-inf, 0.0]"
152.0,153.0,del norte,2006,0.0,California,6015.0,0.6566666666666666,65.13333333333333,28211.0,0.0,1.7426027380242521,3.1366849284436538,0.028258422778771657,"(-inf, 0.0]"
153.0,154.0,del norte,2007,0.0,California,6015.0,0.9633333333333334,63.53333333333333,28415.0,0.0,1.7583018617902364,3.1649433512224254,0.028258422778771657,"(-inf, 0.0]"
154.0,155.0,del norte,2008,0.0,California,6015.0,0.47333333333333333,63.36666666666667,28496.0,0.0,1.7740009855562207,3.193201774001197,0.028258422778771657,"(-inf, 0.0]"
155.0,156.0,del norte,2009,0.0,California,6015.0,0.4266666666666667,65.0,28599.0,0.0,1.789700109322205,3.2214601967799688,0.028258422778771657,"(-inf, 0.0]"
156.0,157.0,del norte,2010,0.0,California,6015.0,1.82,63.6,28566.0,0.0,1.8053992330881892,3.2497186195587404,0.028258422778771657,"(-inf, 0.0]"
157.0,158.0,del norte,2011,0.0,California,6015.0,0.73,63.23333333333333,28443.0,0.0,1.8210983568541734,3.277977042337512,0.028258422778771657,"(-inf, 0.0]"
158.0,159.0,del norte,2012,0.0,California,6015.0,1.3366666666666667,63.1,28190.0,0.0,1.8367974806201577,3.3062354651162837,0.028258422778771657,"(-inf, 0.0]"
159.0,160.0,del norte,2013,0.0,California,6015.0,0.63,65.96666666666667,27816.0,0.0,1.852496604386142,3.3344938878950554,0.028258422778771657,"(-inf, 0.0]"
160.0,161.0,del norte,2014,0.0,California,6015.0,0.4066666666666667,66.66666666666667,27175.0,0.0,1.8681957281521262,3.362752310673827,0.028258422778771657,"(-inf, 0.0]"
161.0,162.0,del norte,2015,0.0,California,6015.0,0.65,67.0,27190.0,0.0,1.8838948519181105,3.3910107334525987,0.028258422778771657,"(-inf, 0.0]"
162.0,163.0,del norte,2016,1.0,California,6015.0,0.43999999999999995,65.23333333333333,27382.0,3.6520341830399534,1.8995939756840947,3.4192691562313704,0.028258422778771657,"(-inf, 0.0]"
163.0,164.0,del norte,2017,1.0,California,6015.0,0.58,66.56666666666666,27351.0,3.6561734488684143,1.915293099450079,3.447527579010142,0.028258422778771657,"(-inf, 0.0]"
164.0,165.0,del norte,2018,0.0,California,6015.0,0.45,65.26666666666667,27740.0,0.0,1.9309922232160632,3.4757860017889137,0.028258422778771657,"(-inf, 0.0]"
165.0,166.0,del norte,2019,0.0,California,6015.0,0.32,64.76666666666667,27812.0,0.0,1.9466913469820475,3.5040444245676854,0.028258422778771657,"(-inf, 0.0]"
166.0,167.0,del norte,2020,0.0,California,6015.0,0.3466666666666667,65.13333333333334,27601.0,0.0,1.9623904707480317,3.532302847346457,0.028258422778771657,"(-inf, 0.0]"
167.0,168.0,del norte,2021,0.0,California,6015.0,1.14,67.83333333333333,27553.0,0.0,1.978089594514016,3.5605612701252287,0.028258422778771657,"(-inf, 0.0]"
168.0,169.0,el dorado,2001,1.0,California,6017.0,0.06666666666666667,69.5,161101.0,0.620728611243878,0.882378627509444,1.5882815295169992,0.014983788014311312,"(-inf, 0.0]"
169.0,170.0,el dorado,2002,0.0,California,6017.0,0.06,69.83333333333333,165195.0,0.0,0.8907029541840612,1.6032653175313103,0.014983788014311312,"(-inf, 0.0]"
170.0,171.0,el dorado,2003,2.0,California,6017.0,0.36000000000000004,70.13333333333334,168331.0,1.1881352810831043,0.8990272808586787,1.6182491055456216,0.014983788014311312,"(-inf, 0.0]"
171.0,172.0,el dorado,2004,2.0,California,6017.0,0.049999999999999996,69.26666666666667,171653.0,1.165141302511462,0.907351607533296,1.633232893559933,0.014983788014311312,"(-inf, 0.0]"
172.0,173.0,el dorado,2005,1.0,California,6017.0,0.7466666666666667,68.73333333333333,175003.0,0.5714187756781312,0.9156759342079135,1.6482166815742443,0.014983788014311312,"(-inf, 0.0]"
173.0,174.0,el dorado,2006,2.0,California,6017.0,0.06,70.7,176773.0,1.1313945002913341,0.9240002608825308,1.6632004695885556,0.014983788014311312,"(-inf, 0.0]"
174.0,175.0,el dorado,2007,0.0,California,6017.0,0.09999999999999999,69.89999999999999,177694.0,0.0,0.9323245875571483,1.678184257602867,0.014983788014311312,"(-inf, 0.0]"
175.0,176.0,el dorado,2008,3.0,California,6017.0,0.013333333333333334,70.39999999999999,179150.0,1.674574379012001,0.9406489142317657,1.6931680456171783,0.014983788014311312,"(-inf, 0.0]"
176.0,177.0,el dorado,2009,0.0,California,6017.0,0.22,68.39999999999999,180455.0,0.0,0.9489732409063831,1.7081518336314896,0.014983788014311312,"(-inf, 0.0]"
177.0,178.0,el dorado,2010,0.0,California,6017.0,0.09333333333333334,67.73333333333333,181136.0,0.0,0.9572975675810005,1.723135621645801,0.014983788014311312,"(-inf, 0.0]"
178.0,179.0,el dorado,2011,0.0,California,6017.0,0.96,65.63333333333334,180936.0,0.0,0.9656218942556178,1.7381194096601122,0.014983788014311312,"(-inf, 0.0]"
179.0,180.0,el dorado,2012,1.0,California,6017.0,0.3866666666666667,69.23333333333333,180575.0,0.5537865152983524,0.9739462209302353,1.7531031976744236,0.014983788014311312,"(-inf, 0.0]"
180.0,181.0,el dorado,2013,1.0,California,6017.0,0.4766666666666666,70.10000000000001,181481.0,0.5510218700580226,0.9822705476048527,1.768086985688735,0.014983788014311312,"(-inf, 0.0]"
181.0,182.0,el dorado,2014,2.0,California,6017.0,0.22999999999999998,70.53333333333333,183108.0,1.0922515673809992,0.9905948742794701,1.7830707737030462,0.014983788014311312,"(-inf, 0.0]"
182.0,183.0,el dorado,2015,1.0,California,6017.0,0.44333333333333336,70.5,184569.0,0.5418027946188146,0.9989192009540875,1.7980545617173576,0.014983788014311312,"(-inf, 0.0]"
183.0,184.0,el dorado,2016,2.0,California,6017.0,0.02666666666666667,70.53333333333333,185976.0,1.0754075794726201,1.0072435276287048,1.8130383497316687,0.014983788014311312,"(-inf, 0.0]"
184.0,185.0,el dorado,2017,5.0,California,6017.0,0.25666666666666665,71.83333333333333,188679.0,2.6500034450044785,1.0155678543033222,1.82802213774598,0.014983788014311312,"(-inf, 0.0]"
185.0,186.0,el dorado,2018,2.0,California,6017.0,0.049999999999999996,71.33333333333333,190746.0,1.0485147788158076,1.0238921809779395,1.8430059257602913,0.014983788014311312,"(-inf, 0.0]"
186.0,187.0,el dorado,2019,5.0,California,6017.0,0.07333333333333333,69.56666666666666,192843.0,2.592782729992792,1.032216507652557,1.8579897137746026,0.014983788014311312,"(-inf, 0.0]"
187.0,188.0,el dorado,2020,3.0,California,6017.0,0.12666666666666668,70.86666666666666,191220.0,1.5688735487919676,1.0405408343271745,1.872973501788914,0.014983788014311312,"(-inf, 0.0]"
188.0,189.0,el dorado,2021,1.0,California,6017.0,0.06666666666666667,73.53333333333335,193590.0,0.5165556072111163,1.0488651610017918,1.8879572898032253,0.014983788014311312,"(-inf, 0.0]"
189.0,190.0,fresno,2001,55.0,California,6019.0,0.18000000000000002,71.43333333333334,813021.0,6.764892911745207,1.1960049774730084,2.152808959451415,0.02030951848539071,"(-inf, 0.0]"
190.0,191.0,fresno,2002,73.0,California,6019.0,0.03333333333333333,71.5,829762.0,8.797703437853265,1.2072880432982254,2.173118477936806,0.02030951848539071,"(-inf, 0.0]"
191.0,192.0,fresno,2003,142.0,California,6019.0,0.25333333333333335,72.33333333333333,847193.0,16.761233862886026,1.2185711091234426,2.1934279964221965,0.02030951848539071,"(-inf, 0.0]"
192.0,193.0,fresno,2004,130.0,California,6019.0,0.06999999999999999,71.03333333333335,861035.0,15.098108671540645,1.2298541749486596,2.2137375149075873,0.02030951848539071,"(-inf, 0.0]"
193.0,194.0,fresno,2005,331.0,California,6019.0,0.1366666666666667,71.06666666666666,872470.0,37.938267218357076,1.2411372407738768,2.234047033392978,0.02030951848539071,"(-inf, 0.0]"
194.0,195.0,fresno,2006,665.0,California,6019.0,0.10000000000000002,72.66666666666667,883862.0,75.2379896409168,1.2524203065990938,2.254356551878369,0.02030951848539071,"(-inf, 0.0]"
195.0,196.0,fresno,2007,400.0,California,6019.0,0.11666666666666668,71.8,895933.0,44.64619564186161,1.2637033724243107,2.2746660703637596,0.02030951848539071,"(-inf, 0.0]"
196.0,197.0,fresno,2008,323.0,California,6019.0,0.06666666666666667,72.53333333333335,909630.0,35.50894319668436,1.274986438249528,2.2949755888491503,0.02030951848539071,"(-inf, 0.0]"
197.0,198.0,fresno,2009,489.0,California,6019.0,0.2233333333333333,70.56666666666666,921478.0,53.06692075122792,1.2862695040747447,2.3152851073345406,0.02030951848539071,"(-inf, 0.0]"
198.0,199.0,fresno,2010,724.0,California,6019.0,0.02666666666666667,70.33333333333333,932039.0,77.67915291098333,1.297552569899962,2.3355946258199314,0.02030951848539071,"(-inf, 0.0]"
199.0,200.0,fresno,2011,735.0,California,6019.0,0.4033333333333333,69.16666666666667,939406.0,78.24093097127334,1.308835635725179,2.355904144305322,0.02030951848539071,"(-inf, 0.0]"
200.0,201.0,fresno,2012,484.0,California,6019.0,0.11333333333333333,71.66666666666667,945045.0,51.21449243157733,1.3201187015503961,2.376213662790713,0.02030951848539071,"(-inf, 0.0]"
201.0,202.0,fresno,2013,314.0,California,6019.0,0.13999999999999999,72.76666666666667,951514.0,33.000039936354064,1.331401767375613,2.3965231812761036,0.02030951848539071,"(-inf, 0.0]"
202.0,203.0,fresno,2014,162.0,California,6019.0,0.15333333333333335,73.0,960567.0,16.86503908628966,1.34268483320083,2.4168326997614944,0.02030951848539071,"(-inf, 0.0]"
203.0,204.0,fresno,2015,280.0,California,6019.0,0.25333333333333335,72.5,969488.0,28.88122390375126,1.3539678990260473,2.437142218246885,0.02030951848539071,"(-inf, 0.0]"
204.0,205.0,fresno,2016,614.0,California,6019.0,0.09000000000000001,73.10000000000001,976830.0,62.85638237973854,1.3652509648512643,2.457451736732276,0.02030951848539071,"(-inf, 0.0]"
205.0,206.0,fresno,2017,832.0,California,6019.0,0.11,74.06666666666666,985238.0,84.44660071982608,1.3765340306764815,2.4777612552176667,0.02030951848539071,"(-inf, 0.0]"
206.0,207.0,fresno,2018,643.0,California,6019.0,0.08333333333333333,73.26666666666667,991950.0,64.82181561570644,1.3878170965016985,2.4980707737030574,0.02030951848539071,"(-inf, 0.0]"
207.0,208.0,fresno,2019,625.0,California,6019.0,0.05000000000000001,72.06666666666666,999101.0,62.55623805801416,1.3991001623269155,2.5183802921884477,0.02030951848539071,"(-inf, 0.0]"
208.0,209.0,fresno,2020,448.0,California,6019.0,0.02,72.76666666666667,1009503.0,44.37827326912352,1.4103832281521325,2.5386898106738385,0.02030951848539071,"(-inf, 0.0]"
209.0,210.0,fresno,2021,407.0,California,6019.0,0.04,75.26666666666667,1012992.0,40.17800732878443,1.4216662939773494,2.5589993291592292,0.02030951848539071,"(-inf, 0.0]"
