year,fips,month,temp
1895,04001,Jan,30.7
1896,04001,Jan,33.3
1897,04001,Jan,29
1898,04001,Jan,23.1
1899,04001,Jan,23.6
1900,04001,Jan,36
1901,04001,Jan,32.2
1902,04001,Jan,33
1903,04001,Jan,31.2
1904,04001,Jan,27.4
1905,04001,Jan,32.7
1906,04001,Jan,27.3
1907,04001,Jan,34.6
1908,04001,Jan,33.4
1909,04001,Jan,36.3
1910,04001,Jan,31.1
1911,04001,Jan,36.4
1912,04001,Jan,29.7
1913,04001,Jan,25.3
1914,04001,Jan,34.1
1915,04001,Jan,26.4
1916,04001,Jan,31.6
1917,04001,Jan,25.9
1918,04001,Jan,26.8
1919,04001,Jan,17
1920,04001,Jan,30.1
1921,04001,Jan,33.5
1922,04001,Jan,26.9
1923,04001,Jan,34.6
1924,04001,Jan,26
1925,04001,Jan,22.7
1926,04001,Jan,28.5
1927,04001,Jan,33.7
1928,04001,Jan,31.9
1929,04001,Jan,29.7
1930,04001,Jan,26.8
1931,04001,Jan,27
1932,04001,Jan,22
1933,04001,Jan,21
1934,04001,Jan,32.3
1935,04001,Jan,32.6
1936,04001,Jan,30.4
1937,04001,Jan,15.6
1938,04001,Jan,33
1939,04001,Jan,30.4
1940,04001,Jan,31.2
1941,04001,Jan,31.8
1942,04001,Jan,29.4
1943,04001,Jan,32.6
1944,04001,Jan,27.1
1945,04001,Jan,30.6
1946,04001,Jan,26.8
1947,04001,Jan,26.4
1948,04001,Jan,30.1
1949,04001,Jan,24.1
1950,04001,Jan,31
1951,04001,Jan,30.4
1952,04001,Jan,32
1953,04001,Jan,35.4
1954,04001,Jan,33
1955,04001,Jan,26.4
1956,04001,Jan,36.8
1957,04001,Jan,33.3
1958,04001,Jan,29.8
1959,04001,Jan,31.9
1960,04001,Jan,24.4
1961,04001,Jan,28.9
1962,04001,Jan,25.1
1963,04001,Jan,24.4
1964,04001,Jan,26.6
1965,04001,Jan,32.3
1966,04001,Jan,27.3
1967,04001,Jan,28.1
1968,04001,Jan,24
1969,04001,Jan,33.8
1970,04001,Jan,30.3
1971,04001,Jan,29.8
1972,04001,Jan,31.7
1973,04001,Jan,24.8
1974,04001,Jan,28.4
1975,04001,Jan,28.1
1976,04001,Jan,29.2
1977,04001,Jan,25.5
1978,04001,Jan,33.6
1979,04001,Jan,25.8
1980,04001,Jan,33.3
1981,04001,Jan,35.4
1982,04001,Jan,30.5
1983,04001,Jan,31.4
1984,04001,Jan,30.2
1985,04001,Jan,30.2
1986,04001,Jan,36.7
1987,04001,Jan,28.6
1988,04001,Jan,27.4
1989,04001,Jan,27.8
1990,04001,Jan,29.6
1991,04001,Jan,27.6
1992,04001,Jan,25.3
1993,04001,Jan,34.4
1994,04001,Jan,32.1
1995,04001,Jan,32.5
1996,04001,Jan,33.7
1997,04001,Jan,29.9
1998,04001,Jan,34
1999,04001,Jan,35.5
2000,04001,Jan,35.2
2001,04001,Jan,29.2
2002,04001,Jan,32.1
2003,04001,Jan,37.6
2004,04001,Jan,31.6
2005,04001,Jan,37.2
2006,04001,Jan,33.4
2007,04001,Jan,27.8
2008,04001,Jan,27.3
2009,04001,Jan,33.6
2010,04001,Jan,28.3
2011,04001,Jan,28
2012,04001,Jan,34.1
2013,04001,Jan,25.5
2014,04001,Jan,33.7
2015,04001,Jan,34.5
2016,04001,Jan,31
2017,04001,Jan,33.3
2018,04001,Jan,35.5
2019,04001,Jan,30.3
2020,04001,Jan,32.8
2021,04001,Jan,30.3
2022,04001,Jan,32.3
2023,04001,Jan,31
1895,04003,Jan,43
1896,04003,Jan,46.1
1897,04003,Jan,41.6
1898,04003,Jan,37.6
1899,04003,Jan,41.8
1900,04003,Jan,47.5
1901,04003,Jan,46.2
1902,04003,Jan,44.8
1903,04003,Jan,44.3
1904,04003,Jan,39.8
1905,04003,Jan,46.5
1906,04003,Jan,41.6
1907,04003,Jan,45.8
1908,04003,Jan,44.4
1909,04003,Jan,48.5
1910,04003,Jan,45
1911,04003,Jan,47.7
1912,04003,Jan,42.9
1913,04003,Jan,39.1
1914,04003,Jan,46.2
1915,04003,Jan,40.8
1916,04003,Jan,44.8
1917,04003,Jan,43.2
1918,04003,Jan,41
1919,04003,Jan,39.6
1920,04003,Jan,43.7
1921,04003,Jan,44.8
1922,04003,Jan,41
1923,04003,Jan,48.3
1924,04003,Jan,40.7
1925,04003,Jan,40.4
1926,04003,Jan,38.7
1927,04003,Jan,48.3
1928,04003,Jan,44.4
1929,04003,Jan,40.6
1930,04003,Jan,42.5
1931,04003,Jan,41
1932,04003,Jan,37.7
1933,04003,Jan,40.3
1934,04003,Jan,42.7
1935,04003,Jan,46.1
1936,04003,Jan,43.2
1937,04003,Jan,37.1
1938,04003,Jan,45
1939,04003,Jan,42.7
1940,04003,Jan,44.5
1941,04003,Jan,44.6
1942,04003,Jan,45.2
1943,04003,Jan,44.6
1944,04003,Jan,40.5
1945,04003,Jan,43.1
1946,04003,Jan,39.8
1947,04003,Jan,38.9
1948,04003,Jan,42.6
1949,04003,Jan,35.2
1950,04003,Jan,44.6
1951,04003,Jan,42.2
1952,04003,Jan,45.3
1953,04003,Jan,46.1
1954,04003,Jan,45.5
1955,04003,Jan,39.7
1956,04003,Jan,47
1957,04003,Jan,46.8
1958,04003,Jan,42.1
1959,04003,Jan,46.7
1960,04003,Jan,39.5
1961,04003,Jan,44
1962,04003,Jan,41.6
1963,04003,Jan,42.2
1964,04003,Jan,39.7
1965,04003,Jan,46.2
1966,04003,Jan,40.1
1967,04003,Jan,43.1
1968,04003,Jan,44
1969,04003,Jan,47.7
1970,04003,Jan,42.5
1971,04003,Jan,44.4
1972,04003,Jan,44.7
1973,04003,Jan,41
1974,04003,Jan,44.7
1975,04003,Jan,44
1976,04003,Jan,43
1977,04003,Jan,42.8
1978,04003,Jan,45.6
1979,04003,Jan,40.8
1980,04003,Jan,46.2
1981,04003,Jan,46
1982,04003,Jan,45.2
1983,04003,Jan,43.7
1984,04003,Jan,44.1
1985,04003,Jan,42.2
1986,04003,Jan,48.1
1987,04003,Jan,43
1988,04003,Jan,43.6
1989,04003,Jan,42.8
1990,04003,Jan,43.5
1991,04003,Jan,43.9
1992,04003,Jan,41.2
1993,04003,Jan,47
1994,04003,Jan,45.2
1995,04003,Jan,44.8
1996,04003,Jan,47.2
1997,04003,Jan,44.5
1998,04003,Jan,45.6
1999,04003,Jan,47.5
2000,04003,Jan,48.2
2001,04003,Jan,42
2002,04003,Jan,45
2003,04003,Jan,49.5
2004,04003,Jan,45.7
2005,04003,Jan,46.8
2006,04003,Jan,47
2007,04003,Jan,40.7
2008,04003,Jan,44
2009,04003,Jan,47.5
2010,04003,Jan,44.3
2011,04003,Jan,43.6
2012,04003,Jan,47.7
2013,04003,Jan,41.1
2014,04003,Jan,48
2015,04003,Jan,45.7
2016,04003,Jan,43.2
2017,04003,Jan,44.7
2018,04003,Jan,48.8
2019,04003,Jan,44.2
2020,04003,Jan,46
2021,04003,Jan,44.8
2022,04003,Jan,45
2023,04003,Jan,42.7
1895,04005,Jan,29.6
1896,04005,Jan,35
1897,04005,Jan,31.9
1898,04005,Jan,25.3
1899,04005,Jan,26.6
1900,04005,Jan,38.4
1901,04005,Jan,32
1902,04005,Jan,33.1
1903,04005,Jan,33
1904,04005,Jan,29
1905,04005,Jan,33.7
1906,04005,Jan,29.5
1907,04005,Jan,33.4
1908,04005,Jan,34.4
1909,04005,Jan,36.8
1910,04005,Jan,30
1911,04005,Jan,36.8
1912,04005,Jan,32.5
1913,04005,Jan,25.6
1914,04005,Jan,35.1
1915,04005,Jan,29.2
1916,04005,Jan,30.4
1917,04005,Jan,25.8
1918,04005,Jan,30.5
1919,04005,Jan,23.7
1920,04005,Jan,32.4
1921,04005,Jan,33.7
1922,04005,Jan,28.8
1923,04005,Jan,35.5
1924,04005,Jan,28.9
1925,04005,Jan,26.3
1926,04005,Jan,30.8
1927,04005,Jan,35.2
1928,04005,Jan,33.6
1929,04005,Jan,29.6
1930,04005,Jan,28.2
1931,04005,Jan,30.8
1932,04005,Jan,25.3
1933,04005,Jan,25.4
1934,04005,Jan,34.7
1935,04005,Jan,33.2
1936,04005,Jan,33.2
1937,04005,Jan,16.1
1938,04005,Jan,35
1939,04005,Jan,31.8
1940,04005,Jan,34.5
1941,04005,Jan,33.2
1942,04005,Jan,32
1943,04005,Jan,34.6
1944,04005,Jan,31.4
1945,04005,Jan,33.4
1946,04005,Jan,31.2
1947,04005,Jan,30.2
1948,04005,Jan,33.9
1949,04005,Jan,21.7
1950,04005,Jan,31
1951,04005,Jan,32.7
1952,04005,Jan,31.7
1953,04005,Jan,38
1954,04005,Jan,34.2
1955,04005,Jan,28.2
1956,04005,Jan,37.4
1957,04005,Jan,33.9
1958,04005,Jan,33.4
1959,04005,Jan,34.4
1960,04005,Jan,26.8
1961,04005,Jan,32.8
1962,04005,Jan,29.2
1963,04005,Jan,27.7
1964,04005,Jan,29.5
1965,04005,Jan,35.4
1966,04005,Jan,29.2
1967,04005,Jan,31.4
1968,04005,Jan,25.4
1969,04005,Jan,36
1970,04005,Jan,33.3
1971,04005,Jan,32.6
1972,04005,Jan,33.9
1973,04005,Jan,28
1974,04005,Jan,30
1975,04005,Jan,31.1
1976,04005,Jan,33.7
1977,04005,Jan,30.3
1978,04005,Jan,34.8
1979,04005,Jan,27.1
1980,04005,Jan,35.9
1981,04005,Jan,37.9
1982,04005,Jan,32
1983,04005,Jan,34.4
1984,04005,Jan,33.8
1985,04005,Jan,31.8
1986,04005,Jan,39.6
1987,04005,Jan,31.1
1988,04005,Jan,31.9
1989,04005,Jan,29.3
1990,04005,Jan,32.3
1991,04005,Jan,31.7
1992,04005,Jan,30.5
1993,04005,Jan,34.8
1994,04005,Jan,35
1995,04005,Jan,33.6
1996,04005,Jan,35.6
1997,04005,Jan,33.2
1998,04005,Jan,35.9
1999,04005,Jan,37.8
2000,04005,Jan,37.4
2001,04005,Jan,32.1
2002,04005,Jan,33.9
2003,04005,Jan,40.5
2004,04005,Jan,33.8
2005,04005,Jan,37.6
2006,04005,Jan,35.3
2007,04005,Jan,30.4
2008,04005,Jan,30.1
2009,04005,Jan,36.6
2010,04005,Jan,33.2
2011,04005,Jan,33.2
2012,04005,Jan,37.5
2013,04005,Jan,29.6
2014,04005,Jan,38.4
2015,04005,Jan,37.2
2016,04005,Jan,33.6
2017,04005,Jan,33.7
2018,04005,Jan,39.2
2019,04005,Jan,34.3
2020,04005,Jan,35.6
2021,04005,Jan,34.2
2022,04005,Jan,35.4
2023,04005,Jan,31.3
1895,04007,Jan,41.2
1896,04007,Jan,44.3
1897,04007,Jan,41.3
1898,04007,Jan,35.3
1899,04007,Jan,37.4
1900,04007,Jan,45.1
1901,04007,Jan,41.8
1902,04007,Jan,41.9
1903,04007,Jan,41.7
1904,04007,Jan,38
1905,04007,Jan,45
1906,04007,Jan,39.7
1907,04007,Jan,42.9
1908,04007,Jan,42.5
1909,04007,Jan,44.8
1910,04007,Jan,41.5
1911,04007,Jan,45.3
1912,04007,Jan,41.4
1913,04007,Jan,37.1
1914,04007,Jan,44
1915,04007,Jan,38.3
1916,04007,Jan,39.7
1917,04007,Jan,38.6
1918,04007,Jan,37.7
1919,04007,Jan,37.5
1920,04007,Jan,42.2
1921,04007,Jan,42.7
1922,04007,Jan,38.5
1923,04007,Jan,44.4
1924,04007,Jan,39.2
1925,04007,Jan,38.7
1926,04007,Jan,37.3
1927,04007,Jan,44.8
1928,04007,Jan,42.2
1929,04007,Jan,38.3
1930,04007,Jan,38.3
1931,04007,Jan,40
1932,04007,Jan,34.5
1933,04007,Jan,36.6
1934,04007,Jan,42.2
1935,04007,Jan,42.1
1936,04007,Jan,40.5
1937,04007,Jan,29.7
1938,04007,Jan,43
1939,04007,Jan,39.9
1940,04007,Jan,42
1941,04007,Jan,42
1942,04007,Jan,41.7
1943,04007,Jan,41.4
1944,04007,Jan,39.4
1945,04007,Jan,40.5
1946,04007,Jan,38.6
1947,04007,Jan,38.1
1948,04007,Jan,41.6
1949,04007,Jan,33.5
1950,04007,Jan,39.7
1951,04007,Jan,40.6
1952,04007,Jan,41.2
1953,04007,Jan,44.7
1954,04007,Jan,41.9
1955,04007,Jan,37.3
1956,04007,Jan,45.2
1957,04007,Jan,42.7
1958,04007,Jan,40.9
1959,04007,Jan,43.2
1960,04007,Jan,36
1961,04007,Jan,42.8
1962,04007,Jan,39.6
1963,04007,Jan,37.9
1964,04007,Jan,37.3
1965,04007,Jan,43.3
1966,04007,Jan,38.1
1967,04007,Jan,40.3
1968,04007,Jan,40.5
1969,04007,Jan,44.8
1970,04007,Jan,39.9
1971,04007,Jan,41
1972,04007,Jan,41.3
1973,04007,Jan,38.2
1974,04007,Jan,40.8
1975,04007,Jan,40.2
1976,04007,Jan,41.4
1977,04007,Jan,40.4
1978,04007,Jan,42.9
1979,04007,Jan,36.9
1980,04007,Jan,43.8
1981,04007,Jan,45.4
1982,04007,Jan,41.4
1983,04007,Jan,42.6
1984,04007,Jan,42.4
1985,04007,Jan,40.5
1986,04007,Jan,47.4
1987,04007,Jan,40
1988,04007,Jan,40.2
1989,04007,Jan,40.6
1990,04007,Jan,41.5
1991,04007,Jan,41.6
1992,04007,Jan,39.6
1993,04007,Jan,43.4
1994,04007,Jan,43.6
1995,04007,Jan,41.7
1996,04007,Jan,44.2
1997,04007,Jan,41.5
1998,04007,Jan,44.3
1999,04007,Jan,45.2
2000,04007,Jan,45.8
2001,04007,Jan,40.8
2002,04007,Jan,42.6
2003,04007,Jan,49.3
2004,04007,Jan,43
2005,04007,Jan,44.7
2006,04007,Jan,45.1
2007,04007,Jan,39.2
2008,04007,Jan,40.3
2009,04007,Jan,45.8
2010,04007,Jan,43
2011,04007,Jan,42.9
2012,04007,Jan,45.7
2013,04007,Jan,39.8
2014,04007,Jan,47.9
2015,04007,Jan,45.6
2016,04007,Jan,42.6
2017,04007,Jan,42.7
2018,04007,Jan,48.6
2019,04007,Jan,43.9
2020,04007,Jan,43.8
2021,04007,Jan,44.1
2022,04007,Jan,45.1
2023,04007,Jan,39.8
1895,04009,Jan,42
1896,04009,Jan,44.6
1897,04009,Jan,41
1898,04009,Jan,36.6
1899,04009,Jan,42.2
1900,04009,Jan,47.8
1901,04009,Jan,45.6
1902,04009,Jan,44.9
1903,04009,Jan,43.8
1904,04009,Jan,39.6
1905,04009,Jan,46.9
1906,04009,Jan,41.8
1907,04009,Jan,46
1908,04009,Jan,44.8
1909,04009,Jan,47.4
1910,04009,Jan,44.6
1911,04009,Jan,47.2
1912,04009,Jan,42
1913,04009,Jan,38.8
1914,04009,Jan,45.9
1915,04009,Jan,40.5
1916,04009,Jan,44.3
1917,04009,Jan,42.1
1918,04009,Jan,40.7
1919,04009,Jan,40.1
1920,04009,Jan,43.7
1921,04009,Jan,44.9
1922,04009,Jan,40.9
1923,04009,Jan,46.8
1924,04009,Jan,40.3
1925,04009,Jan,40.2
1926,04009,Jan,38.3
1927,04009,Jan,46.4
1928,04009,Jan,43.3
1929,04009,Jan,40.1
1930,04009,Jan,41.5
1931,04009,Jan,41.2
1932,04009,Jan,36.3
1933,04009,Jan,39.1
1934,04009,Jan,43.2
1935,04009,Jan,44.7
1936,04009,Jan,42.4
1937,04009,Jan,35.2
1938,04009,Jan,44.4
1939,04009,Jan,42.1
1940,04009,Jan,43.4
1941,04009,Jan,44.3
1942,04009,Jan,44.2
1943,04009,Jan,43.1
1944,04009,Jan,40.4
1945,04009,Jan,41.7
1946,04009,Jan,39.5
1947,04009,Jan,38.5
1948,04009,Jan,41.6
1949,04009,Jan,35.8
1950,04009,Jan,42.1
1951,04009,Jan,41.8
1952,04009,Jan,43.8
1953,04009,Jan,44.7
1954,04009,Jan,43.4
1955,04009,Jan,39.5
1956,04009,Jan,45.9
1957,04009,Jan,44.9
1958,04009,Jan,41.7
1959,04009,Jan,44.9
1960,04009,Jan,38.1
1961,04009,Jan,43
1962,04009,Jan,40.2
1963,04009,Jan,39.3
1964,04009,Jan,37.7
1965,04009,Jan,44.4
1966,04009,Jan,38.9
1967,04009,Jan,41
1968,04009,Jan,42.5
1969,04009,Jan,46.3
1970,04009,Jan,41.2
1971,04009,Jan,42.2
1972,04009,Jan,42.9
1973,04009,Jan,39.3
1974,04009,Jan,43.2
1975,04009,Jan,41.4
1976,04009,Jan,41.6
1977,04009,Jan,42.3
1978,04009,Jan,44.7
1979,04009,Jan,40
1980,04009,Jan,44.6
1981,04009,Jan,46
1982,04009,Jan,43.2
1983,04009,Jan,43.2
1984,04009,Jan,43.4
1985,04009,Jan,41.7
1986,04009,Jan,47.2
1987,04009,Jan,41.4
1988,04009,Jan,41.9
1989,04009,Jan,42.2
1990,04009,Jan,42
1991,04009,Jan,43
1992,04009,Jan,40.8
1993,04009,Jan,45.8
1994,04009,Jan,44.2
1995,04009,Jan,43.1
1996,04009,Jan,45.5
1997,04009,Jan,42.9
1998,04009,Jan,44.6
1999,04009,Jan,46.5
2000,04009,Jan,46.8
2001,04009,Jan,40.8
2002,04009,Jan,43.6
2003,04009,Jan,50
2004,04009,Jan,44.6
2005,04009,Jan,45.9
2006,04009,Jan,46.2
2007,04009,Jan,39.9
2008,04009,Jan,42.1
2009,04009,Jan,46.5
2010,04009,Jan,43.2
2011,04009,Jan,42.5
2012,04009,Jan,46.1
2013,04009,Jan,40.6
2014,04009,Jan,47.7
2015,04009,Jan,45.7
2016,04009,Jan,42.6
2017,04009,Jan,44
2018,04009,Jan,48.3
2019,04009,Jan,43.6
2020,04009,Jan,45.1
2021,04009,Jan,44.3
2022,04009,Jan,44.6
2023,04009,Jan,41.5
1895,04011,Jan,38
1896,04011,Jan,40
1897,04011,Jan,36
1898,04011,Jan,32.3
1899,04011,Jan,37.6
1900,04011,Jan,43.8
1901,04011,Jan,41.3
1902,04011,Jan,40.4
1903,04011,Jan,39.6
1904,04011,Jan,34.8
1905,04011,Jan,42.7
1906,04011,Jan,37.3
1907,04011,Jan,42.2
1908,04011,Jan,41.3
1909,04011,Jan,43.5
1910,04011,Jan,41.2
1911,04011,Jan,43.2
1912,04011,Jan,37.5
1913,04011,Jan,34.2
1914,04011,Jan,41.5
1915,04011,Jan,35.5
1916,04011,Jan,39.6
1917,04011,Jan,37.8
1918,04011,Jan,36.8
1919,04011,Jan,35.3
1920,04011,Jan,39.8
1921,04011,Jan,41.6
1922,04011,Jan,37.2
1923,04011,Jan,42
1924,04011,Jan,36
1925,04011,Jan,36.2
1926,04011,Jan,33.5
1927,04011,Jan,42.5
1928,04011,Jan,39.2
1929,04011,Jan,37.4
1930,04011,Jan,37.5
1931,04011,Jan,37.6
1932,04011,Jan,32.4
1933,04011,Jan,34.6
1934,04011,Jan,40
1935,04011,Jan,41.7
1936,04011,Jan,39.7
1937,04011,Jan,30.6
1938,04011,Jan,40.8
1939,04011,Jan,38
1940,04011,Jan,38.7
1941,04011,Jan,39.2
1942,04011,Jan,39.6
1943,04011,Jan,38.9
1944,04011,Jan,36.6
1945,04011,Jan,37
1946,04011,Jan,35.2
1947,04011,Jan,34
1948,04011,Jan,38
1949,04011,Jan,31.4
1950,04011,Jan,38.2
1951,04011,Jan,37.1
1952,04011,Jan,40.6
1953,04011,Jan,41.4
1954,04011,Jan,39.5
1955,04011,Jan,35.1
1956,04011,Jan,41.6
1957,04011,Jan,40.2
1958,04011,Jan,37.4
1959,04011,Jan,40.5
1960,04011,Jan,33
1961,04011,Jan,38.4
1962,04011,Jan,36.2
1963,04011,Jan,35.2
1964,04011,Jan,32.8
1965,04011,Jan,40.6
1966,04011,Jan,34
1967,04011,Jan,36.5
1968,04011,Jan,37.5
1969,04011,Jan,41.8
1970,04011,Jan,36.4
1971,04011,Jan,38.5
1972,04011,Jan,39.5
1973,04011,Jan,35.3
1974,04011,Jan,38.8
1975,04011,Jan,37.7
1976,04011,Jan,37.1
1977,04011,Jan,38
1978,04011,Jan,39.9
1979,04011,Jan,35.4
1980,04011,Jan,41
1981,04011,Jan,41.7
1982,04011,Jan,39.1
1983,04011,Jan,39.3
1984,04011,Jan,39.3
1985,04011,Jan,37.5
1986,04011,Jan,43
1987,04011,Jan,37.4
1988,04011,Jan,37.6
1989,04011,Jan,37.7
1990,04011,Jan,37.7
1991,04011,Jan,38.6
1992,04011,Jan,36.5
1993,04011,Jan,40.5
1994,04011,Jan,40.1
1995,04011,Jan,38.7
1996,04011,Jan,41.3
1997,04011,Jan,38
1998,04011,Jan,40.3
1999,04011,Jan,42.5
2000,04011,Jan,43.1
2001,04011,Jan,36.3
2002,04011,Jan,39.5
2003,04011,Jan,45.7
2004,04011,Jan,40.5
2005,04011,Jan,41.7
2006,04011,Jan,42
2007,04011,Jan,36.9
2008,04011,Jan,37.7
2009,04011,Jan,42.8
2010,04011,Jan,39
2011,04011,Jan,38.7
2012,04011,Jan,42.7
2013,04011,Jan,36.4
2014,04011,Jan,44.3
2015,04011,Jan,41.9
2016,04011,Jan,39.2
2017,04011,Jan,40.3
2018,04011,Jan,44.2
2019,04011,Jan,40.5
2020,04011,Jan,41.8
2021,04011,Jan,41
2022,04011,Jan,41.4
2023,04011,Jan,37.5
1895,04012,Jan,51
1896,04012,Jan,56.6
1897,04012,Jan,53.1
1898,04012,Jan,47.3
1899,04012,Jan,52.4
1900,04012,Jan,55.1
1901,04012,Jan,50.9
1902,04012,Jan,52
1903,04012,Jan,51.4
1904,04012,Jan,48.7
1905,04012,Jan,53.6
1906,04012,Jan,51
1907,04012,Jan,51
1908,04012,Jan,52.6
1909,04012,Jan,55.2
1910,04012,Jan,49
1911,04012,Jan,54.4
1912,04012,Jan,51.3
1913,04012,Jan,45.9
1914,04012,Jan,53.8
1915,04012,Jan,49.8
1916,04012,Jan,50.6
1917,04012,Jan,47.5
1918,04012,Jan,50.7
1919,04012,Jan,50
1920,04012,Jan,52.6
1921,04012,Jan,49.7
1922,04012,Jan,46.6
1923,04012,Jan,52.5
1924,04012,Jan,47.4
1925,04012,Jan,47.6
1926,04012,Jan,47.8
1927,04012,Jan,53.5
1928,04012,Jan,51.6
1929,04012,Jan,48.2
1930,04012,Jan,50
1931,04012,Jan,49.8
1932,04012,Jan,45.9
1933,04012,Jan,47.4
1934,04012,Jan,52.3
1935,04012,Jan,51.2
1936,04012,Jan,51.6
1937,04012,Jan,40.6
1938,04012,Jan,53.4
1939,04012,Jan,50.6
1940,04012,Jan,54.4
1941,04012,Jan,52.4
1942,04012,Jan,52.2
1943,04012,Jan,52.3
1944,04012,Jan,50
1945,04012,Jan,50.5
1946,04012,Jan,50.1
1947,04012,Jan,49.2
1948,04012,Jan,52
1949,04012,Jan,41.8
1950,04012,Jan,47.4
1951,04012,Jan,50.6
1952,04012,Jan,48.2
1953,04012,Jan,56.2
1954,04012,Jan,51.6
1955,04012,Jan,48.1
1956,04012,Jan,55.3
1957,04012,Jan,51.6
1958,04012,Jan,53.2
1959,04012,Jan,54.1
1960,04012,Jan,47.9
1961,04012,Jan,53.6
1962,04012,Jan,51.6
1963,04012,Jan,48.7
1964,04012,Jan,47.4
1965,04012,Jan,53.5
1966,04012,Jan,48.6
1967,04012,Jan,51.1
1968,04012,Jan,51.6
1969,04012,Jan,55.6
1970,04012,Jan,50.9
1971,04012,Jan,51.6
1972,04012,Jan,49.3
1973,04012,Jan,49
1974,04012,Jan,50.5
1975,04012,Jan,51
1976,04012,Jan,52.9
1977,04012,Jan,51.8
1978,04012,Jan,53
1979,04012,Jan,47.4
1980,04012,Jan,55.5
1981,04012,Jan,57.1
1982,04012,Jan,51.5
1983,04012,Jan,53.6
1984,04012,Jan,54.5
1985,04012,Jan,50.9
1986,04012,Jan,57.5
1987,04012,Jan,50.3
1988,04012,Jan,51.2
1989,04012,Jan,50.5
1990,04012,Jan,51.3
1991,04012,Jan,51.4
1992,04012,Jan,52.3
1993,04012,Jan,52.9
1994,04012,Jan,54.1
1995,04012,Jan,53.3
1996,04012,Jan,55.1
1997,04012,Jan,54.6
1998,04012,Jan,53.8
1999,04012,Jan,55.2
2000,04012,Jan,56.4
2001,04012,Jan,50.9
2002,04012,Jan,52.2
2003,04012,Jan,59.6
2004,04012,Jan,53.6
2005,04012,Jan,54.2
2006,04012,Jan,54.4
2007,04012,Jan,50.3
2008,04012,Jan,50.8
2009,04012,Jan,55.7
2010,04012,Jan,54
2011,04012,Jan,52.9
2012,04012,Jan,55.6
2013,04012,Jan,50.2
2014,04012,Jan,57.6
2015,04012,Jan,55.6
2016,04012,Jan,52.6
2017,04012,Jan,52.5
2018,04012,Jan,57.9
2019,04012,Jan,53
2020,04012,Jan,53.7
2021,04012,Jan,53.2
2022,04012,Jan,54.8
2023,04012,Jan,51.7
1895,04013,Jan,52.8
1896,04013,Jan,57
1897,04013,Jan,54.1
1898,04013,Jan,47.2
1899,04013,Jan,50.3
1900,04013,Jan,54.2
1901,04013,Jan,50.5
1902,04013,Jan,50.5
1903,04013,Jan,50.6
1904,04013,Jan,48
1905,04013,Jan,53
1906,04013,Jan,49.5
1907,04013,Jan,51.1
1908,04013,Jan,52.1
1909,04013,Jan,54.5
1910,04013,Jan,50.1
1911,04013,Jan,54.8
1912,04013,Jan,52.3
1913,04013,Jan,46
1914,04013,Jan,53.2
1915,04013,Jan,48.5
1916,04013,Jan,49.7
1917,04013,Jan,48.2
1918,04013,Jan,48.6
1919,04013,Jan,49.4
1920,04013,Jan,51.8
1921,04013,Jan,50
1922,04013,Jan,47.2
1923,04013,Jan,53.9
1924,04013,Jan,48.1
1925,04013,Jan,48.6
1926,04013,Jan,47.3
1927,04013,Jan,53.6
1928,04013,Jan,51.4
1929,04013,Jan,48.4
1930,04013,Jan,49.2
1931,04013,Jan,50.4
1932,04013,Jan,44.9
1933,04013,Jan,46.8
1934,04013,Jan,51.9
1935,04013,Jan,52.1
1936,04013,Jan,50.5
1937,04013,Jan,41.1
1938,04013,Jan,52.9
1939,04013,Jan,50.6
1940,04013,Jan,53.7
1941,04013,Jan,52.7
1942,04013,Jan,51.7
1943,04013,Jan,51.9
1944,04013,Jan,49.8
1945,04013,Jan,49.9
1946,04013,Jan,49.8
1947,04013,Jan,48.2
1948,04013,Jan,51
1949,04013,Jan,42.4
1950,04013,Jan,48.4
1951,04013,Jan,50.3
1952,04013,Jan,49
1953,04013,Jan,54.1
1954,04013,Jan,51.2
1955,04013,Jan,47.1
1956,04013,Jan,54.8
1957,04013,Jan,52.3
1958,04013,Jan,51.7
1959,04013,Jan,52.9
1960,04013,Jan,47
1961,04013,Jan,54.1
1962,04013,Jan,50
1963,04013,Jan,48
1964,04013,Jan,47.3
1965,04013,Jan,52.8
1966,04013,Jan,48.1
1967,04013,Jan,50.3
1968,04013,Jan,51.5
1969,04013,Jan,54.7
1970,04013,Jan,50.4
1971,04013,Jan,50.7
1972,04013,Jan,49.7
1973,04013,Jan,48.4
1974,04013,Jan,51.1
1975,04013,Jan,50.3
1976,04013,Jan,52.2
1977,04013,Jan,51.1
1978,04013,Jan,52.9
1979,04013,Jan,47.2
1980,04013,Jan,54.3
1981,04013,Jan,56.2
1982,04013,Jan,51
1983,04013,Jan,53
1984,04013,Jan,53.4
1985,04013,Jan,50.7
1986,04013,Jan,57.6
1987,04013,Jan,50.5
1988,04013,Jan,51
1989,04013,Jan,50.7
1990,04013,Jan,51.4
1991,04013,Jan,51.7
1992,04013,Jan,52.2
1993,04013,Jan,53.9
1994,04013,Jan,53
1995,04013,Jan,52.3
1996,04013,Jan,53.7
1997,04013,Jan,53.2
1998,04013,Jan,53.4
1999,04013,Jan,54.2
2000,04013,Jan,55.3
2001,04013,Jan,51
2002,04013,Jan,52
2003,04013,Jan,58.8
2004,04013,Jan,53.9
2005,04013,Jan,54.3
2006,04013,Jan,54
2007,04013,Jan,49.8
2008,04013,Jan,51.1
