year,fips,month,temp
1909,06113,Mar,1.97
1910,06113,Mar,3.1
1911,06113,Mar,6.39
1912,06113,Mar,2.8
1913,06113,Mar,1.38
1914,06113,Mar,0.84
1915,06113,Mar,1.92
1916,06113,Mar,1.32
1917,06113,Mar,0.7
1918,06113,Mar,3.23
1919,06113,Mar,1.83
1920,06113,Mar,3.96
1921,06113,Mar,1.71
1922,06113,Mar,1.89
1923,06113,Mar,0.11
1924,06113,Mar,1.42
1925,06113,Mar,2.22
1926,06113,Mar,0.12
1927,06113,Mar,1.59
1928,06113,Mar,4.37
1929,06113,Mar,1.79
1930,06113,Mar,3.99
1931,06113,Mar,1.36
1932,06113,Mar,0.51
1933,06113,Mar,2.54
1934,06113,Mar,0.23
1935,06113,Mar,3.99
1936,06113,Mar,1.19
1937,06113,Mar,5.91
1938,06113,Mar,5.48
1939,06113,Mar,2.18
1940,06113,Mar,4.32
1941,06113,Mar,4.44
1942,06113,Mar,2.82
1943,06113,Mar,2.77
1944,06113,Mar,1.42
1945,06113,Mar,3.14
1946,06113,Mar,1.44
1947,06113,Mar,3.22
1948,06113,Mar,3.28
1949,06113,Mar,5.34
1950,06113,Mar,1.45
1951,06113,Mar,1.2
1952,06113,Mar,3.57
1953,06113,Mar,1.95
1954,06113,Mar,3.59
1955,06113,Mar,0.45
1956,06113,Mar,0.08
1957,06113,Mar,1.58
1958,06113,Mar,5.06
1959,06113,Mar,0.5
1960,06113,Mar,1.99
1961,06113,Mar,2.39
1962,06113,Mar,2.44
1963,06113,Mar,3.84
1964,06113,Mar,1.32
1965,06113,Mar,1
1966,06113,Mar,0.26
1967,06113,Mar,4.25
1968,06113,Mar,2.72
1969,06113,Mar,1.65
1970,06113,Mar,1.89
1971,06113,Mar,2.31
1972,06113,Mar,0.22
1973,06113,Mar,2.76
1974,06113,Mar,4.61
1975,06113,Mar,5.32
1976,06113,Mar,1.07
1977,06113,Mar,1.86
1978,06113,Mar,4.31
1979,06113,Mar,2.21
1980,06113,Mar,2.08
1981,06113,Mar,3.41
1982,06113,Mar,6.44
1983,06113,Mar,8.8
1984,06113,Mar,1.37
1985,06113,Mar,3.22
1986,06113,Mar,4.92
1987,06113,Mar,3.6
1988,06113,Mar,0.28
1989,06113,Mar,5.61
1990,06113,Mar,0.95
1991,06113,Mar,9.34
1992,06113,Mar,3.18
1993,06113,Mar,2.1
1994,06113,Mar,0.2
1995,06113,Mar,9.83
1996,06113,Mar,2.27
1997,06113,Mar,0.72
1998,06113,Mar,2.21
1999,06113,Mar,2.25
2000,06113,Mar,2.12
2001,06113,Mar,2.38
2002,06113,Mar,2.12
2003,06113,Mar,2.46
2004,06113,Mar,0.83
2005,06113,Mar,3.19
2006,06113,Mar,5.96
2007,06113,Mar,0.23
2008,06113,Mar,0.08
2009,06113,Mar,2.15
2010,06113,Mar,1.95
2011,06113,Mar,7.48
2012,06113,Mar,4.96
2013,06113,Mar,1.25
2014,06113,Mar,2.04
2015,06113,Mar,0.17
2016,06113,Mar,6.69
2017,06113,Mar,2.77
2018,06113,Mar,4.91
2019,06113,Mar,4.84
2020,06113,Mar,1.24
2021,06113,Mar,1.29
2022,06113,Mar,1
2023,06113,Mar,7.7
1895,06115,Mar,3.55
1896,06115,Mar,5.97
1897,06115,Mar,6.2
1898,06115,Mar,0.72
1899,06115,Mar,11.96
1900,06115,Mar,5.25
1901,06115,Mar,1.77
1902,06115,Mar,4.35
1903,06115,Mar,9.28
1904,06115,Mar,12.7
1905,06115,Mar,7.83
1906,06115,Mar,13.27
1907,06115,Mar,17.53
1908,06115,Mar,2.52
1909,06115,Mar,3.65
1910,06115,Mar,4.26
1911,06115,Mar,7.95
1912,06115,Mar,5.09
1913,06115,Mar,3.43
1914,06115,Mar,1.16
1915,06115,Mar,3.24
1916,06115,Mar,3.41
1917,06115,Mar,2.43
1918,06115,Mar,8.03
1919,06115,Mar,4.42
1920,06115,Mar,8.55
1921,06115,Mar,4.61
1922,06115,Mar,6.44
1923,06115,Mar,0.37
1924,06115,Mar,2.57
1925,06115,Mar,3.39
1926,06115,Mar,0.14
1927,06115,Mar,4.05
1928,06115,Mar,11.74
1929,06115,Mar,2.99
1930,06115,Mar,5.22
1931,06115,Mar,3.1
1932,06115,Mar,1.66
1933,06115,Mar,5.08
1934,06115,Mar,1.58
1935,06115,Mar,6.08
1936,06115,Mar,3.03
1937,06115,Mar,9.89
1938,06115,Mar,10.33
1939,06115,Mar,4.96
1940,06115,Mar,10.79
1941,06115,Mar,4.16
1942,06115,Mar,3.32
1943,06115,Mar,8.51
1944,06115,Mar,3.29
1945,06115,Mar,5.68
1946,06115,Mar,4.23
1947,06115,Mar,7.94
1948,06115,Mar,6.51
1949,06115,Mar,9.06
1950,06115,Mar,5.77
1951,06115,Mar,3.05
1952,06115,Mar,7.18
1953,06115,Mar,5.16
1954,06115,Mar,6.86
1955,06115,Mar,1.07
1956,06115,Mar,0.35
1957,06115,Mar,5.19
1958,06115,Mar,8.75
1959,06115,Mar,2.09
1960,06115,Mar,7.04
1961,06115,Mar,5.8
1962,06115,Mar,5.11
1963,06115,Mar,6.34
1964,06115,Mar,2.83
1965,06115,Mar,2.44
1966,06115,Mar,1.7
1967,06115,Mar,7.41
1968,06115,Mar,4.14
1969,06115,Mar,2.06
1970,06115,Mar,4.03
1971,06115,Mar,6.32
1972,06115,Mar,1.31
1973,06115,Mar,4.58
1974,06115,Mar,10.56
1975,06115,Mar,8.9
1976,06115,Mar,1.44
1977,06115,Mar,1.93
1978,06115,Mar,8.26
1979,06115,Mar,5.57
1980,06115,Mar,3.09
1981,06115,Mar,6.64
1982,06115,Mar,9.53
1983,06115,Mar,14.4
1984,06115,Mar,2.99
1985,06115,Mar,5.41
1986,06115,Mar,7.51
1987,06115,Mar,6.09
1988,06115,Mar,1.1
1989,06115,Mar,13.29
1990,06115,Mar,2.74
1991,06115,Mar,16.45
1992,06115,Mar,4.29
1993,06115,Mar,4.68
1994,06115,Mar,0.9
1995,06115,Mar,16.66
1996,06115,Mar,3.67
1997,06115,Mar,1.69
1998,06115,Mar,4.75
1999,06115,Mar,3.03
2000,06115,Mar,3.78
2001,06115,Mar,2.85
2002,06115,Mar,5.56
2003,06115,Mar,4.09
2004,06115,Mar,1.81
2005,06115,Mar,6.43
2006,06115,Mar,11.21
2007,06115,Mar,0.77
2008,06115,Mar,0.8
2009,06115,Mar,4.59
2010,06115,Mar,3.53
2011,06115,Mar,12.93
2012,06115,Mar,10.52
2013,06115,Mar,2.86
2014,06115,Mar,6.45
2015,06115,Mar,0.48
2016,06115,Mar,12.28
2017,06115,Mar,4.78
2018,06115,Mar,10.51
2019,06115,Mar,7.07
2020,06115,Mar,3.93
2021,06115,Mar,3.31
2022,06115,Mar,1.25
2023,06115,Mar,10.21
1895,06001,Apr,1.75
1896,06001,Apr,4.13
1897,06001,Apr,0.56
1898,06001,Apr,0.21
1899,06001,Apr,0.55
1900,06001,Apr,1.77
1901,06001,Apr,2.41
1902,06001,Apr,1.6
1903,06001,Apr,0.74
1904,06001,Apr,2.01
1905,06001,Apr,1.16
1906,06001,Apr,1.14
1907,06001,Apr,0.51
1908,06001,Apr,0.31
1909,06001,Apr,0
1910,06001,Apr,0.21
1911,06001,Apr,1.07
1912,06001,Apr,1.8
1913,06001,Apr,0.69
1914,06001,Apr,1.14
1915,06001,Apr,0.95
1916,06001,Apr,0.18
1917,06001,Apr,0.3
1918,06001,Apr,0.69
1919,06001,Apr,0.11
1920,06001,Apr,1.62
1921,06001,Apr,0.52
1922,06001,Apr,0.41
1923,06001,Apr,2.94
1924,06001,Apr,0.31
1925,06001,Apr,2.24
1926,06001,Apr,4.16
1927,06001,Apr,2.1
1928,06001,Apr,1.57
1929,06001,Apr,1.02
1930,06001,Apr,1.24
1931,06001,Apr,0.45
1932,06001,Apr,0.56
1933,06001,Apr,0.14
1934,06001,Apr,0.31
1935,06001,Apr,4.13
1936,06001,Apr,1.35
1937,06001,Apr,0.87
1938,06001,Apr,1.43
1939,06001,Apr,0.54
1940,06001,Apr,0.53
1941,06001,Apr,3.9
1942,06001,Apr,3.82
1943,06001,Apr,1.56
1944,06001,Apr,1.44
1945,06001,Apr,0.29
1946,06001,Apr,0.06
1947,06001,Apr,0.4
1948,06001,Apr,3.48
1949,06001,Apr,0.01
1950,06001,Apr,1.14
1951,06001,Apr,0.87
1952,06001,Apr,1.82
1953,06001,Apr,2.12
1954,06001,Apr,1.31
1955,06001,Apr,1.86
1956,06001,Apr,1.8
1957,06001,Apr,1.41
1958,06001,Apr,5.44
1959,06001,Apr,0.36
1960,06001,Apr,0.94
1961,06001,Apr,1.08
1962,06001,Apr,0.28
1963,06001,Apr,4.25
1964,06001,Apr,0.26
1965,06001,Apr,3.2
1966,06001,Apr,0.49
1967,06001,Apr,4.96
1968,06001,Apr,0.55
1969,06001,Apr,1.72
1970,06001,Apr,0.29
1971,06001,Apr,1.15
1972,06001,Apr,1.02
1973,06001,Apr,0.2
1974,06001,Apr,2.43
1975,06001,Apr,1.82
1976,06001,Apr,0.91
1977,06001,Apr,0.16
1978,06001,Apr,3.34
1979,06001,Apr,0.93
1980,06001,Apr,1.47
1981,06001,Apr,0.5
1982,06001,Apr,3.09
1983,06001,Apr,3.91
1984,06001,Apr,0.71
1985,06001,Apr,0.25
1986,06001,Apr,0.7
1987,06001,Apr,0.26
1988,06001,Apr,1.8
1989,06001,Apr,0.74
1990,06001,Apr,0.43
1991,06001,Apr,0.5
1992,06001,Apr,0.51
1993,06001,Apr,0.81
1994,06001,Apr,1.47
1995,06001,Apr,1.52
1996,06001,Apr,1.8
1997,06001,Apr,0.35
1998,06001,Apr,1.85
1999,06001,Apr,1.67
2000,06001,Apr,1.09
2001,06001,Apr,1.74
2002,06001,Apr,0.28
2003,06001,Apr,3.63
2004,06001,Apr,0.19
2005,06001,Apr,1.85
2006,06001,Apr,4
2007,06001,Apr,1.04
2008,06001,Apr,0.1
2009,06001,Apr,0.47
2010,06001,Apr,3.12
2011,06001,Apr,0.26
2012,06001,Apr,2.73
2013,06001,Apr,0.69
2014,06001,Apr,1.36
2015,06001,Apr,1.15
2016,06001,Apr,1.94
2017,06001,Apr,2.5
2018,06001,Apr,2.44
2019,06001,Apr,0.47
2020,06001,Apr,1.54
2021,06001,Apr,0.1
2022,06001,Apr,1.35
2023,06001,Apr,0.13
1895,06003,Apr,2.4
1896,06003,Apr,8.75
1897,06003,Apr,0.67
1898,06003,Apr,0.91
1899,06003,Apr,1.29
1900,06003,Apr,4.14
1901,06003,Apr,4.64
1902,06003,Apr,2.35
1903,06003,Apr,1.47
1904,06003,Apr,2.03
1905,06003,Apr,2.08
1906,06003,Apr,4.97
1907,06003,Apr,1.1
1908,06003,Apr,0.79
1909,06003,Apr,0.19
1910,06003,Apr,1.46
1911,06003,Apr,3.23
1912,06003,Apr,3.21
1913,06003,Apr,1.25
1914,06003,Apr,4.34
1915,06003,Apr,2.86
1916,06003,Apr,0.81
1917,06003,Apr,2.29
1918,06003,Apr,0.41
1919,06003,Apr,1.73
1920,06003,Apr,4.39
1921,06003,Apr,0.27
1922,06003,Apr,1.32
1923,06003,Apr,5.05
1924,06003,Apr,1.51
1925,06003,Apr,5.23
1926,06003,Apr,4.29
1927,06003,Apr,4.96
1928,06003,Apr,2.8
1929,06003,Apr,3.46
1930,06003,Apr,4.18
1931,06003,Apr,3.9
1932,06003,Apr,2.36
1933,06003,Apr,0.46
1934,06003,Apr,0.26
1935,06003,Apr,9.99
1936,06003,Apr,1.31
1937,06003,Apr,1.96
1938,06003,Apr,2.82
1939,06003,Apr,1.39
1940,06003,Apr,1.15
1941,06003,Apr,5.12
1942,06003,Apr,5.76
1943,06003,Apr,2.87
1944,06003,Apr,3.47
1945,06003,Apr,1.28
1946,06003,Apr,0.39
1947,06003,Apr,1.48
1948,06003,Apr,7.94
1949,06003,Apr,0.64
1950,06003,Apr,4.72
1951,06003,Apr,3.55
1952,06003,Apr,2.53
1953,06003,Apr,4.59
1954,06003,Apr,2.2
1955,06003,Apr,4.31
1956,06003,Apr,3.3
1957,06003,Apr,2.81
1958,06003,Apr,6.95
1959,06003,Apr,0.74
1960,06003,Apr,1.85
1961,06003,Apr,2.39
1962,06003,Apr,0.99
1963,06003,Apr,7.75
1964,06003,Apr,1.6
1965,06003,Apr,4.76
1966,06003,Apr,1.89
1967,06003,Apr,8.09
1968,06003,Apr,0.92
1969,06003,Apr,3.3
1970,06003,Apr,2.47
1971,06003,Apr,1.57
1972,06003,Apr,3.08
1973,06003,Apr,0.98
1974,06003,Apr,3.69
1975,06003,Apr,4.44
1976,06003,Apr,1.24
1977,06003,Apr,0.43
1978,06003,Apr,4.38
1979,06003,Apr,2.25
1980,06003,Apr,3.61
1981,06003,Apr,2.21
1982,06003,Apr,6.04
1983,06003,Apr,5.48
1984,06003,Apr,2.4
1985,06003,Apr,0.65
1986,06003,Apr,1.11
1987,06003,Apr,0.89
1988,06003,Apr,2.2
1989,06003,Apr,1.61
1990,06003,Apr,2.46
1991,06003,Apr,1.25
1992,06003,Apr,0.68
1993,06003,Apr,2.03
1994,06003,Apr,2.15
1995,06003,Apr,5.75
1996,06003,Apr,3.4
1997,06003,Apr,1.38
1998,06003,Apr,2.14
1999,06003,Apr,4.81
2000,06003,Apr,1.78
2001,06003,Apr,4.42
2002,06003,Apr,1.94
2003,06003,Apr,6.67
2004,06003,Apr,0.57
2005,06003,Apr,2.5
2006,06003,Apr,6.79
2007,06003,Apr,1.94
2008,06003,Apr,0.39
2009,06003,Apr,1.44
2010,06003,Apr,4.83
2011,06003,Apr,2.35
2012,06003,Apr,2.34
2013,06003,Apr,1.63
2014,06003,Apr,1.54
2015,06003,Apr,2.52
2016,06003,Apr,3.1
2017,06003,Apr,6.95
2018,06003,Apr,3.18
2019,06003,Apr,1.74
2020,06003,Apr,3.12
2021,06003,Apr,0.9
2022,06003,Apr,3.24
2023,06003,Apr,0.62
1895,06005,Apr,3.09
1896,06005,Apr,10.61
1897,06005,Apr,1.08
1898,06005,Apr,0.79
1899,06005,Apr,1.33
1900,06005,Apr,4.18
1901,06005,Apr,4.95
1902,06005,Apr,3.18
1903,06005,Apr,1.35
1904,06005,Apr,3.27
1905,06005,Apr,2.29
1906,06005,Apr,4.72
1907,06005,Apr,1.44
1908,06005,Apr,0.73
1909,06005,Apr,0.09
1910,06005,Apr,1.2
1911,06005,Apr,3.47
1912,06005,Apr,3.77
1913,06005,Apr,2.13
1914,06005,Apr,3.3
1915,06005,Apr,2.34
1916,06005,Apr,0.91
1917,06005,Apr,2.07
1918,06005,Apr,1.17
1919,06005,Apr,0.56
1920,06005,Apr,4.84
1921,06005,Apr,0.62
1922,06005,Apr,0.9
1923,06005,Apr,7.6
1924,06005,Apr,1.11
1925,06005,Apr,5.63
1926,06005,Apr,5.26
1927,06005,Apr,4.34
1928,06005,Apr,2.91
1929,06005,Apr,3.64
1930,06005,Apr,2.59
1931,06005,Apr,1.24
1932,06005,Apr,2.41
1933,06005,Apr,0.62
1934,06005,Apr,0.34
1935,06005,Apr,10.39
1936,06005,Apr,2.37
1937,06005,Apr,2.49
1938,06005,Apr,3.21
1939,06005,Apr,0.59
1940,06005,Apr,1.19
1941,06005,Apr,5.19
1942,06005,Apr,6.6
1943,06005,Apr,2.86
1944,06005,Apr,4.31
1945,06005,Apr,1.26
1946,06005,Apr,0.25
1947,06005,Apr,1.47
1948,06005,Apr,8.29
1949,06005,Apr,0.24
1950,06005,Apr,3.59
1951,06005,Apr,2.45
1952,06005,Apr,2.27
1953,06005,Apr,4.56
1954,06005,Apr,2.94
1955,06005,Apr,4.32
1956,06005,Apr,3.13
1957,06005,Apr,2.81
1958,06005,Apr,8.1
1959,06005,Apr,1.66
1960,06005,Apr,2.79
1961,06005,Apr,2.22
1962,06005,Apr,1.44
1963,06005,Apr,8.46
1964,06005,Apr,1.28
1965,06005,Apr,5.78
1966,06005,Apr,1.61
1967,06005,Apr,9.72
1968,06005,Apr,0.72
1969,06005,Apr,3.9
1970,06005,Apr,2.2
1971,06005,Apr,1.37
1972,06005,Apr,3.29
1973,06005,Apr,1.26
1974,06005,Apr,4.14
1975,06005,Apr,4
1976,06005,Apr,1.99
1977,06005,Apr,0.38
1978,06005,Apr,7.39
1979,06005,Apr,1.96
1980,06005,Apr,2.64
1981,06005,Apr,1.87
1982,06005,Apr,6.5
1983,06005,Apr,6.06
1984,06005,Apr,2.02
1985,06005,Apr,0.39
1986,06005,Apr,1.77
1987,06005,Apr,0.44
1988,06005,Apr,3.68
1989,06005,Apr,1.55
1990,06005,Apr,2.33
1991,06005,Apr,1.36
1992,06005,Apr,0.86
1993,06005,Apr,2.03
1994,06005,Apr,3.13
1995,06005,Apr,5.47
1996,06005,Apr,3.56
1997,06005,Apr,1.03
1998,06005,Apr,4.17
1999,06005,Apr,2.87
2000,06005,Apr,2.42
2001,06005,Apr,4.1
2002,06005,Apr,1.45
2003,06005,Apr,8.05
2004,06005,Apr,0.41
2005,06005,Apr,2.41
2006,06005,Apr,9.94
2007,06005,Apr,2.74
2008,06005,Apr,0.25
2009,06005,Apr,1.62
2010,06005,Apr,6.65
2011,06005,Apr,1.72
2012,06005,Apr,5.21
2013,06005,Apr,1.56
2014,06005,Apr,2.6
2015,06005,Apr,3.09
2016,06005,Apr,3.38
2017,06005,Apr,5.82
2018,06005,Apr,4.16
2019,06005,Apr,2.14
2020,06005,Apr,3.43
2021,06005,Apr,0.35
2022,06005,Apr,3.74
2023,06005,Apr,0.37
1895,06007,Apr,2.64
1896,06007,Apr,11.75
1897,06007,Apr,1.83
1898,06007,Apr,1.04
1899,06007,Apr,1.35
1900,06007,Apr,4.25
1901,06007,Apr,5.24
1902,06007,Apr,4.17
1903,06007,Apr,1.02
1904,06007,Apr,3.55
1905,06007,Apr,2.05
1906,06007,Apr,3.01
1907,06007,Apr,2.58
1908,06007,Apr,0.84
1909,06007,Apr,0.17
1910,06007,Apr,0.56
1911,06007,Apr,3.6
1912,06007,Apr,3.96
1913,06007,Apr,3.08
1914,06007,Apr,3.5
1915,06007,Apr,1.69
1916,06007,Apr,0.67
1917,06007,Apr,4.45
1918,06007,Apr,2.16
1919,06007,Apr,1.58
1920,06007,Apr,4.25
1921,06007,Apr,0.92
1922,06007,Apr,0.93
1923,06007,Apr,6
1924,06007,Apr,0.94
1925,06007,Apr,3.88
1926,06007,Apr,10.06
1927,06007,Apr,4.56
1928,06007,Apr,2.27
1929,06007,Apr,2.61
1930,06007,Apr,2.81
1931,06007,Apr,1.33
1932,06007,Apr,3.78
1933,06007,Apr,0.54
1934,06007,Apr,1.3
1935,06007,Apr,8.77
1936,06007,Apr,3.84
1937,06007,Apr,2.99
1938,06007,Apr,4.15
1939,06007,Apr,0.48
1940,06007,Apr,1.14
1941,06007,Apr,7.21
1942,06007,Apr,9.47
1943,06007,Apr,4.15
1944,06007,Apr,3.76
1945,06007,Apr,0.81
1946,06007,Apr,0.29
1947,06007,Apr,1.91
1948,06007,Apr,11.6
1949,06007,Apr,0.17
1950,06007,Apr,3.11
1951,06007,Apr,1.99
1952,06007,Apr,2.14
1953,06007,Apr,5.87
1954,06007,Apr,6.41
1955,06007,Apr,5.86
1956,06007,Apr,2.22
1957,06007,Apr,3.12
1958,06007,Apr,6.49
1959,06007,Apr,1.09
1960,06007,Apr,3.08
1961,06007,Apr,2.25
1962,06007,Apr,1.11
1963,06007,Apr,9.8
1964,06007,Apr,1.16
1965,06007,Apr,6.56
1966,06007,Apr,1.94
1967,06007,Apr,8.03
1968,06007,Apr,0.43
1969,06007,Apr,3.68
1970,06007,Apr,1.04
1971,06007,Apr,1.48
1972,06007,Apr,3.35
1973,06007,Apr,0.39
1974,06007,Apr,3.07
1975,06007,Apr,3.12
1976,06007,Apr,2.79
1977,06007,Apr,0.47
1978,06007,Apr,8.37
1979,06007,Apr,3.37
1980,06007,Apr,2.74
1981,06007,Apr,2.02
1982,06007,Apr,7.81
1983,06007,Apr,6.44
1984,06007,Apr,2.34
1985,06007,Apr,0.41
1986,06007,Apr,2.03
1987,06007,Apr,0.48
1988,06007,Apr,4.11
1989,06007,Apr,1.94
1990,06007,Apr,0.98
1991,06007,Apr,1.39
1992,06007,Apr,2.72
1993,06007,Apr,3.31
1994,06007,Apr,2.75
1995,06007,Apr,6.54
1996,06007,Apr,5.23
1997,06007,Apr,1.65
1998,06007,Apr,4.87
1999,06007,Apr,2.51
2000,06007,Apr,3.05
2001,06007,Apr,3.31
2002,06007,Apr,1.43
2003,06007,Apr,9.14
2004,06007,Apr,0.83
2005,06007,Apr,2.95
2006,06007,Apr,9.89
2007,06007,Apr,2.95
2008,06007,Apr,0.62
2009,06007,Apr,0.66
2010,06007,Apr,7.83
2011,06007,Apr,1.25
2012,06007,Apr,4.99
2013,06007,Apr,0.93
2014,06007,Apr,1.36
2015,06007,Apr,2.24
2016,06007,Apr,1.92
2017,06007,Apr,6.4
2018,06007,Apr,5.39
2019,06007,Apr,2.64
2020,06007,Apr,1.92
2021,06007,Apr,0.51
2022,06007,Apr,3.79
2023,06007,Apr,1.34
1895,06009,Apr,2.96
1896,06009,Apr,9.39
1897,06009,Apr,0.9
1898,06009,Apr,0.71
1899,06009,Apr,1.27
1900,06009,Apr,4.07
1901,06009,Apr,4.53
1902,06009,Apr,3.07
1903,06009,Apr,1.04
1904,06009,Apr,3.27
1905,06009,Apr,1.95
1906,06009,Apr,4.91
1907,06009,Apr,1.48
1908,06009,Apr,0.72
1909,06009,Apr,0.05
1910,06009,Apr,1.25
1911,06009,Apr,3.37
1912,06009,Apr,3.42
1913,06009,Apr,1.92
1914,06009,Apr,3.33
1915,06009,Apr,2.36
1916,06009,Apr,0.89
1917,06009,Apr,1.79
1918,06009,Apr,0.96
1919,06009,Apr,0.32
1920,06009,Apr,4.22
1921,06009,Apr,0.62
1922,06009,Apr,0.74
1923,06009,Apr,7.28
1924,06009,Apr,0.97
1925,06009,Apr,5.26
1926,06009,Apr,4.92
1927,06009,Apr,3.98
1928,06009,Apr,2.66
1929,06009,Apr,3.37
1930,06009,Apr,2.32
1931,06009,Apr,1.02
1932,06009,Apr,2.23
1933,06009,Apr,0.66
1934,06009,Apr,0.24
1935,06009,Apr,10.01
1936,06009,Apr,2.18
1937,06009,Apr,2.29
1938,06009,Apr,3.21
1939,06009,Apr,0.49
1940,06009,Apr,1.05
1941,06009,Apr,4.78
1942,06009,Apr,6.6
1943,06009,Apr,2.64
1944,06009,Apr,3.83
1945,06009,Apr,0.93
1946,06009,Apr,0.32
1947,06009,Apr,1.09
1948,06009,Apr,7.93
1949,06009,Apr,0.09
1950,06009,Apr,3.3
1951,06009,Apr,2.07
1952,06009,Apr,2.34
1953,06009,Apr,4.26
1954,06009,Apr,2.68
1955,06009,Apr,4.23
1956,06009,Apr,3.2
1957,06009,Apr,2.33
1958,06009,Apr,7.98
1959,06009,Apr,1.26
1960,06009,Apr,2.98
1961,06009,Apr,2.06
1962,06009,Apr,1.18
1963,06009,Apr,8.18
1964,06009,Apr,1.42
1965,06009,Apr,5.68
1966,06009,Apr,1.54
1967,06009,Apr,10.08
1968,06009,Apr,0.79
1969,06009,Apr,3.64
1970,06009,Apr,2.34
1971,06009,Apr,1.1
1972,06009,Apr,2.76
1973,06009,Apr,1.06
1974,06009,Apr,4.07
1975,06009,Apr,3.82
1976,06009,Apr,1.86
1977,06009,Apr,0.35
1978,06009,Apr,7.23
1979,06009,Apr,1.64
1980,06009,Apr,2.53
1981,06009,Apr,1.91
1982,06009,Apr,6.11
1983,06009,Apr,5.47
1984,06009,Apr,1.81
1985,06009,Apr,0.4
1986,06009,Apr,1.82
1987,06009,Apr,0.5
1988,06009,Apr,3.91
1989,06009,Apr,1.18
1990,06009,Apr,2.22
1991,06009,Apr,1.18
1992,06009,Apr,0.67
1993,06009,Apr,1.78
1994,06009,Apr,3.24
1995,06009,Apr,5.25
1996,06009,Apr,3.25
1997,06009,Apr,0.72
1998,06009,Apr,4.28
1999,06009,Apr,2.86
2000,06009,Apr,2.5
2001,06009,Apr,4
2002,06009,Apr,1.38
2003,06009,Apr,7.42
2004,06009,Apr,0.3
2005,06009,Apr,2.14
2006,06009,Apr,8.86
2007,06009,Apr,2.43
2008,06009,Apr,0.23
2009,06009,Apr,1.47
2010,06009,Apr,6.66
2011,06009,Apr,1.15
2012,06009,Apr,4.87
2013,06009,Apr,1.54
2014,06009,Apr,2.37
2015,06009,Apr,2.64
2016,06009,Apr,3.09
2017,06009,Apr,5.63
2018,06009,Apr,4.16
2019,06009,Apr,1.83
2020,06009,Apr,2.97
2021,06009,Apr,0.24
2022,06009,Apr,3.41
2023,06009,Apr,0.24
1895,06011,Apr,1.06
1896,06011,Apr,4.96
1897,06011,Apr,0.55
1898,06011,Apr,0.39
1899,06011,Apr,0.53
1900,06011,Apr,1.64
1901,06011,Apr,2.04
1902,06011,Apr,2.19
1903,06011,Apr,0.27
1904,06011,Apr,1.59
1905,06011,Apr,0.87
1906,06011,Apr,0.97
1907,06011,Apr,0.67
1908,06011,Apr,0.17
1909,06011,Apr,0.01
1910,06011,Apr,0.4
1911,06011,Apr,0.9
1912,06011,Apr,1.42
1913,06011,Apr,0.74
1914,06011,Apr,1.01
1915,06011,Apr,0.67
1916,06011,Apr,0.05
1917,06011,Apr,0.64
1918,06011,Apr,0.46
1919,06011,Apr,0.25
1920,06011,Apr,1.44
1921,06011,Apr,0.42
1922,06011,Apr,0.42
1923,06011,Apr,3.53
1924,06011,Apr,0.26
1925,06011,Apr,1.95
1926,06011,Apr,5.76
1927,06011,Apr,1.48
1928,06011,Apr,1.15
1929,06011,Apr,0.63
1930,06011,Apr,1.29
1931,06011,Apr,0.59
1932,06011,Apr,0.83
1933,06011,Apr,0.08
1934,06011,Apr,0.72
1935,06011,Apr,3.34
1936,06011,Apr,1.52
1937,06011,Apr,0.58
1938,06011,Apr,1.59
1939,06011,Apr,0.06
1940,06011,Apr,1.14
1941,06011,Apr,4.39
1942,06011,Apr,4.53
1943,06011,Apr,2.07
1944,06011,Apr,2.25
1945,06011,Apr,0.16
1946,06011,Apr,0.27
1947,06011,Apr,0.37
1948,06011,Apr,5.17
1949,06011,Apr,0.01
1950,06011,Apr,0.87
1951,06011,Apr,0.9
1952,06011,Apr,1.01
1953,06011,Apr,2.28
1954,06011,Apr,1.92
1955,06011,Apr,2.47
1956,06011,Apr,1.92
1957,06011,Apr,1.59
1958,06011,Apr,3.28
1959,06011,Apr,0.37
1960,06011,Apr,1.31
1961,06011,Apr,0.75
1962,06011,Apr,0.2
1963,06011,Apr,3.95
1964,06011,Apr,0.23
1965,06011,Apr,3.22
1966,06011,Apr,0.54
1967,06011,Apr,4.28
1968,06011,Apr,0.36
1969,06011,Apr,1.29
1970,06011,Apr,0.34
1971,06011,Apr,0.45
1972,06011,Apr,1.29
1973,06011,Apr,0.13
1974,06011,Apr,1.1
1975,06011,Apr,1.05
1976,06011,Apr,1.52
1977,06011,Apr,0.04
1978,06011,Apr,2.27
1979,06011,Apr,1.65
1980,06011,Apr,1.05
1981,06011,Apr,0.99
1982,06011,Apr,2.31
1983,06011,Apr,4.07
1984,06011,Apr,0.56
1985,06011,Apr,0.26
1986,06011,Apr,0.78
1987,06011,Apr,0.09
1988,06011,Apr,1.89
1989,06011,Apr,0.69
1990,06011,Apr,0.14
1991,06011,Apr,0.52
1992,06011,Apr,0.82
1993,06011,Apr,0.97
1994,06011,Apr,1.36
1995,06011,Apr,1.28
1996,06011,Apr,2
1997,06011,Apr,0.43
1998,06011,Apr,2.48
1999,06011,Apr,1.46
2000,06011,Apr,1.87
2001,06011,Apr,1.05
2002,06011,Apr,0.21
2003,06011,Apr,3.79
2004,06011,Apr,0.28
2005,06011,Apr,1.27
