year,fips,month,temp
1990,06045,Feb,5.28
1991,06045,Feb,4.45
1992,06045,Feb,12.5
1993,06045,Feb,9.43
1994,06045,Feb,8.78
1995,06045,Feb,1.87
1996,06045,Feb,12.63
1997,06045,Feb,2.58
1998,06045,Feb,23.78
1999,06045,Feb,18.46
2000,06045,Feb,15.23
2001,06045,Feb,9.91
2002,06045,Feb,5.24
2003,06045,Feb,3.94
2004,06045,Feb,14.34
2005,06045,Feb,5.04
2006,06045,Feb,7.06
2007,06045,Feb,11.79
2008,06045,Feb,6.02
2009,06045,Feb,9.65
2010,06045,Feb,6.39
2011,06045,Feb,6.28
2012,06045,Feb,3.27
2013,06045,Feb,1.1
2014,06045,Feb,11.76
2015,06045,Feb,7.23
2016,06045,Feb,2.85
2017,06045,Feb,17.66
2018,06045,Feb,0.89
2019,06045,Feb,20.92
2020,06045,Feb,0.08
2021,06045,Feb,4.16
2022,06045,Feb,0.17
2023,06045,Feb,6.27
1895,06047,Feb,1.53
1896,06047,Feb,0.1
1897,06047,Feb,2.61
1898,06047,Feb,1.01
1899,06047,Feb,0.19
1900,06047,Feb,0.12
1901,06047,Feb,3.13
1902,06047,Feb,3.12
1903,06047,Feb,0.77
1904,06047,Feb,2.28
1905,06047,Feb,2.21
1906,06047,Feb,2.2
1907,06047,Feb,1.75
1908,06047,Feb,1.27
1909,06047,Feb,2.68
1910,06047,Feb,0.56
1911,06047,Feb,1.21
1912,06047,Feb,0.03
1913,06047,Feb,0.8
1914,06047,Feb,2.02
1915,06047,Feb,3.44
1916,06047,Feb,2.24
1917,06047,Feb,3.5
1918,06047,Feb,3.8
1919,06047,Feb,2.76
1920,06047,Feb,1.27
1921,06047,Feb,1.08
1922,06047,Feb,3.81
1923,06047,Feb,0.63
1924,06047,Feb,0.3
1925,06047,Feb,2.18
1926,06047,Feb,2.57
1927,06047,Feb,3.78
1928,06047,Feb,1.53
1929,06047,Feb,0.98
1930,06047,Feb,1.75
1931,06047,Feb,1.29
1932,06047,Feb,2.13
1933,06047,Feb,0.39
1934,06047,Feb,2.3
1935,06047,Feb,0.85
1936,06047,Feb,5.99
1937,06047,Feb,3.23
1938,06047,Feb,5.2
1939,06047,Feb,1.37
1940,06047,Feb,3.88
1941,06047,Feb,4.41
1942,06047,Feb,1.59
1943,06047,Feb,1.28
1944,06047,Feb,3.18
1945,06047,Feb,2.56
1946,06047,Feb,1.6
1947,06047,Feb,0.92
1948,06047,Feb,0.91
1949,06047,Feb,1.37
1950,06047,Feb,1.21
1951,06047,Feb,1.63
1952,06047,Feb,0.78
1953,06047,Feb,0.05
1954,06047,Feb,1.41
1955,06047,Feb,0.88
1956,06047,Feb,0.66
1957,06047,Feb,1.78
1958,06047,Feb,4.25
1959,06047,Feb,2.99
1960,06047,Feb,2.84
1961,06047,Feb,0.76
1962,06047,Feb,5.65
1963,06047,Feb,3.09
1964,06047,Feb,0.08
1965,06047,Feb,0.53
1966,06047,Feb,0.74
1967,06047,Feb,0.3
1968,06047,Feb,1.37
1969,06047,Feb,4.76
1970,06047,Feb,1.01
1971,06047,Feb,0.3
1972,06047,Feb,0.42
1973,06047,Feb,4.27
1974,06047,Feb,0.37
1975,06047,Feb,3.15
1976,06047,Feb,1.63
1977,06047,Feb,0.34
1978,06047,Feb,3.61
1979,06047,Feb,3
1980,06047,Feb,3.55
1981,06047,Feb,1.13
1982,06047,Feb,1.63
1983,06047,Feb,3.1
1984,06047,Feb,1.16
1985,06047,Feb,0.69
1986,06047,Feb,3.73
1987,06047,Feb,2.57
1988,06047,Feb,0.69
1989,06047,Feb,1.19
1990,06047,Feb,1.53
1991,06047,Feb,1.7
1992,06047,Feb,3.89
1993,06047,Feb,3.78
1994,06047,Feb,2.79
1995,06047,Feb,0.47
1996,06047,Feb,3.58
1997,06047,Feb,0.18
1998,06047,Feb,7.91
1999,06047,Feb,2.07
2000,06047,Feb,4.36
2001,06047,Feb,2.15
2002,06047,Feb,0.64
2003,06047,Feb,1.17
2004,06047,Feb,3.18
2005,06047,Feb,2.71
2006,06047,Feb,0.92
2007,06047,Feb,1.65
2008,06047,Feb,1.73
2009,06047,Feb,2.28
2010,06047,Feb,2.64
2011,06047,Feb,2.01
2012,06047,Feb,0.47
2013,06047,Feb,0.35
2014,06047,Feb,1.95
2015,06047,Feb,1.2
2016,06047,Feb,0.42
2017,06047,Feb,3.73
2018,06047,Feb,0.37
2019,06047,Feb,3.59
2020,06047,Feb,0
2021,06047,Feb,0.32
2022,06047,Feb,0.03
2023,06047,Feb,2.19
1895,06049,Feb,1.36
1896,06049,Feb,0.95
1897,06049,Feb,3.9
1898,06049,Feb,1.64
1899,06049,Feb,1.61
1900,06049,Feb,2.08
1901,06049,Feb,3.22
1902,06049,Feb,4.28
1903,06049,Feb,0.86
1904,06049,Feb,7.69
1905,06049,Feb,1.37
1906,06049,Feb,2.02
1907,06049,Feb,4.98
1908,06049,Feb,1.17
1909,06049,Feb,3.55
1910,06049,Feb,2.54
1911,06049,Feb,1.46
1912,06049,Feb,1.07
1913,06049,Feb,0.33
1914,06049,Feb,1.21
1915,06049,Feb,2.86
1916,06049,Feb,1.53
1917,06049,Feb,4.79
1918,06049,Feb,2.18
1919,06049,Feb,5.56
1920,06049,Feb,0.85
1921,06049,Feb,1.77
1922,06049,Feb,4.34
1923,06049,Feb,0.62
1924,06049,Feb,1.43
1925,06049,Feb,2.7
1926,06049,Feb,1.95
1927,06049,Feb,3.66
1928,06049,Feb,1.21
1929,06049,Feb,0.89
1930,06049,Feb,2.03
1931,06049,Feb,1.14
1932,06049,Feb,0.69
1933,06049,Feb,0.6
1934,06049,Feb,1.75
1935,06049,Feb,1.54
1936,06049,Feb,3.39
1937,06049,Feb,2.99
1938,06049,Feb,3.54
1939,06049,Feb,1.09
1940,06049,Feb,4.89
1941,06049,Feb,3.76
1942,06049,Feb,2.76
1943,06049,Feb,2.31
1944,06049,Feb,1.66
1945,06049,Feb,3.09
1946,06049,Feb,1.21
1947,06049,Feb,1.35
1948,06049,Feb,0.92
1949,06049,Feb,1.94
1950,06049,Feb,1.14
1951,06049,Feb,2.4
1952,06049,Feb,3.88
1953,06049,Feb,1.31
1954,06049,Feb,1.59
1955,06049,Feb,1.07
1956,06049,Feb,2.61
1957,06049,Feb,2.88
1958,06049,Feb,3.31
1959,06049,Feb,1.67
1960,06049,Feb,3.58
1961,06049,Feb,2.64
1962,06049,Feb,2.46
1963,06049,Feb,2.25
1964,06049,Feb,0.33
1965,06049,Feb,0.33
1966,06049,Feb,0.9
1967,06049,Feb,0.42
1968,06049,Feb,2.12
1969,06049,Feb,1.82
1970,06049,Feb,1.06
1971,06049,Feb,0.74
1972,06049,Feb,2.96
1973,06049,Feb,1.39
1974,06049,Feb,1.33
1975,06049,Feb,4.18
1976,06049,Feb,2.9
1977,06049,Feb,0.78
1978,06049,Feb,1.44
1979,06049,Feb,3.1
1980,06049,Feb,3.48
1981,06049,Feb,2.02
1982,06049,Feb,1.91
1983,06049,Feb,3.54
1984,06049,Feb,1.98
1985,06049,Feb,1.41
1986,06049,Feb,6.91
1987,06049,Feb,1.47
1988,06049,Feb,0.41
1989,06049,Feb,1.09
1990,06049,Feb,1.61
1991,06049,Feb,0.81
1992,06049,Feb,1.01
1993,06049,Feb,2.18
1994,06049,Feb,2.16
1995,06049,Feb,1.05
1996,06049,Feb,4.09
1997,06049,Feb,1.06
1998,06049,Feb,3.3
1999,06049,Feb,3.59
2000,06049,Feb,2.57
2001,06049,Feb,1.09
2002,06049,Feb,1.79
2003,06049,Feb,1.2
2004,06049,Feb,3.27
2005,06049,Feb,1.02
2006,06049,Feb,1.99
2007,06049,Feb,2.77
2008,06049,Feb,1.38
2009,06049,Feb,1.81
2010,06049,Feb,0.76
2011,06049,Feb,1.82
2012,06049,Feb,1.41
2013,06049,Feb,0.62
2014,06049,Feb,2.87
2015,06049,Feb,1.66
2016,06049,Feb,0.89
2017,06049,Feb,4.44
2018,06049,Feb,0.95
2019,06049,Feb,4.27
2020,06049,Feb,0.3
2021,06049,Feb,1.98
2022,06049,Feb,0.36
2023,06049,Feb,1.46
1895,06051,Feb,2.22
1896,06051,Feb,0.02
1897,06051,Feb,6.07
1898,06051,Feb,1.16
1899,06051,Feb,0.18
1900,06051,Feb,0.41
1901,06051,Feb,4.13
1902,06051,Feb,3.57
1903,06051,Feb,1.06
1904,06051,Feb,3.38
1905,06051,Feb,2.26
1906,06051,Feb,2.3
1907,06051,Feb,1.9
1908,06051,Feb,1.87
1909,06051,Feb,3.44
1910,06051,Feb,0.77
1911,06051,Feb,2.87
1912,06051,Feb,0.05
1913,06051,Feb,1.27
1914,06051,Feb,2.87
1915,06051,Feb,4.51
1916,06051,Feb,2.03
1917,06051,Feb,3.5
1918,06051,Feb,4.23
1919,06051,Feb,3.76
1920,06051,Feb,1.48
1921,06051,Feb,0.85
1922,06051,Feb,3.85
1923,06051,Feb,0.53
1924,06051,Feb,0.51
1925,06051,Feb,4.23
1926,06051,Feb,3.51
1927,06051,Feb,3.74
1928,06051,Feb,1
1929,06051,Feb,1.55
1930,06051,Feb,2.32
1931,06051,Feb,1.21
1932,06051,Feb,4.1
1933,06051,Feb,0.4
1934,06051,Feb,1.66
1935,06051,Feb,1.6
1936,06051,Feb,8.59
1937,06051,Feb,4.94
1938,06051,Feb,5.72
1939,06051,Feb,1.32
1940,06051,Feb,4.69
1941,06051,Feb,3.87
1942,06051,Feb,2.23
1943,06051,Feb,1.13
1944,06051,Feb,3.42
1945,06051,Feb,5.25
1946,06051,Feb,0.98
1947,06051,Feb,0.82
1948,06051,Feb,1.22
1949,06051,Feb,1.5
1950,06051,Feb,1.14
1951,06051,Feb,0.77
1952,06051,Feb,0.71
1953,06051,Feb,0.04
1954,06051,Feb,2.63
1955,06051,Feb,0.82
1956,06051,Feb,0.49
1957,06051,Feb,2.1
1958,06051,Feb,3.4
1959,06051,Feb,4.56
1960,06051,Feb,2.73
1961,06051,Feb,0.53
1962,06051,Feb,7.23
1963,06051,Feb,2.85
1964,06051,Feb,0.17
1965,06051,Feb,0.57
1966,06051,Feb,0.53
1967,06051,Feb,0.26
1968,06051,Feb,1.24
1969,06051,Feb,6.1
1970,06051,Feb,0.95
1971,06051,Feb,0.67
1972,06051,Feb,0.21
1973,06051,Feb,3.57
1974,06051,Feb,0.3
1975,06051,Feb,2.69
1976,06051,Feb,2.21
1977,06051,Feb,0.95
1978,06051,Feb,4.9
1979,06051,Feb,2.79
1980,06051,Feb,5.23
1981,06051,Feb,0.99
1982,06051,Feb,1.49
1983,06051,Feb,3.66
1984,06051,Feb,1.41
1985,06051,Feb,1.13
1986,06051,Feb,9.13
1987,06051,Feb,1.67
1988,06051,Feb,0.34
1989,06051,Feb,1.17
1990,06051,Feb,1.75
1991,06051,Feb,0.47
1992,06051,Feb,2.73
1993,06051,Feb,3.94
1994,06051,Feb,2.78
1995,06051,Feb,0.63
1996,06051,Feb,4.39
1997,06051,Feb,0.35
1998,06051,Feb,7.06
1999,06051,Feb,2.74
2000,06051,Feb,3.17
2001,06051,Feb,2.54
2002,06051,Feb,0.58
2003,06051,Feb,1.48
2004,06051,Feb,3.04
2005,06051,Feb,2.13
2006,06051,Feb,2.11
2007,06051,Feb,2.26
2008,06051,Feb,2.73
2009,06051,Feb,2.08
2010,06051,Feb,2.63
2011,06051,Feb,2.46
2012,06051,Feb,0.46
2013,06051,Feb,0.17
2014,06051,Feb,2.2
2015,06051,Feb,1.5
2016,06051,Feb,1.01
2017,06051,Feb,5.85
2018,06051,Feb,0.48
2019,06051,Feb,6.02
2020,06051,Feb,0.13
2021,06051,Feb,0.67
2022,06051,Feb,0.13
2023,06051,Feb,3.84
1895,06053,Feb,1.8
1896,06053,Feb,0.18
1897,06053,Feb,5.17
1898,06053,Feb,2.01
1899,06053,Feb,0.3
1900,06053,Feb,0.34
1901,06053,Feb,5.9
1902,06053,Feb,7.76
1903,06053,Feb,1.64
1904,06053,Feb,5.1
1905,06053,Feb,5.42
1906,06053,Feb,5.18
1907,06053,Feb,1.73
1908,06053,Feb,3.55
1909,06053,Feb,5.3
1910,06053,Feb,0.87
1911,06053,Feb,3.56
1912,06053,Feb,0.09
1913,06053,Feb,1.15
1914,06053,Feb,4.54
1915,06053,Feb,8.94
1916,06053,Feb,3.11
1917,06053,Feb,5.45
1918,06053,Feb,6.69
1919,06053,Feb,5.41
1920,06053,Feb,2.19
1921,06053,Feb,1.56
1922,06053,Feb,6.01
1923,06053,Feb,1.2
1924,06053,Feb,0.63
1925,06053,Feb,3.49
1926,06053,Feb,5.37
1927,06053,Feb,7.09
1928,06053,Feb,3.01
1929,06053,Feb,2.02
1930,06053,Feb,3.08
1931,06053,Feb,2.06
1932,06053,Feb,4.46
1933,06053,Feb,0.45
1934,06053,Feb,4.55
1935,06053,Feb,1.14
1936,06053,Feb,10.24
1937,06053,Feb,5.78
1938,06053,Feb,10.09
1939,06053,Feb,2.47
1940,06053,Feb,9.35
1941,06053,Feb,10.66
1942,06053,Feb,2.25
1943,06053,Feb,2.61
1944,06053,Feb,9.05
1945,06053,Feb,5.95
1946,06053,Feb,2.7
1947,06053,Feb,1.89
1948,06053,Feb,2.01
1949,06053,Feb,2.57
1950,06053,Feb,3.16
1951,06053,Feb,1.98
1952,06053,Feb,1.27
1953,06053,Feb,0.01
1954,06053,Feb,3.12
1955,06053,Feb,2.48
1956,06053,Feb,1.46
1957,06053,Feb,3.54
1958,06053,Feb,8.32
1959,06053,Feb,6.88
1960,06053,Feb,5.43
1961,06053,Feb,0.78
1962,06053,Feb,10.09
1963,06053,Feb,4.63
1964,06053,Feb,0.21
1965,06053,Feb,0.87
1966,06053,Feb,1.41
1967,06053,Feb,0.54
1968,06053,Feb,1.46
1969,06053,Feb,10.55
1970,06053,Feb,2.16
1971,06053,Feb,0.44
1972,06053,Feb,0.78
1973,06053,Feb,8.99
1974,06053,Feb,0.44
1975,06053,Feb,6.34
1976,06053,Feb,2.84
1977,06053,Feb,0.28
1978,06053,Feb,8.06
1979,06053,Feb,4.63
1980,06053,Feb,8.11
1981,06053,Feb,1.64
1982,06053,Feb,1.68
1983,06053,Feb,6.29
1984,06053,Feb,1.21
1985,06053,Feb,1.15
1986,06053,Feb,8.9
1987,06053,Feb,3.59
1988,06053,Feb,1.98
1989,06053,Feb,1.88
1990,06053,Feb,2.5
1991,06053,Feb,2.87
1992,06053,Feb,7.81
1993,06053,Feb,7.86
1994,06053,Feb,5.44
1995,06053,Feb,1.18
1996,06053,Feb,7.24
1997,06053,Feb,0.26
1998,06053,Feb,15.97
1999,06053,Feb,2.99
2000,06053,Feb,8.62
2001,06053,Feb,5.38
2002,06053,Feb,1.15
2003,06053,Feb,2.45
2004,06053,Feb,6.31
2005,06053,Feb,5.88
2006,06053,Feb,1.95
2007,06053,Feb,3.48
2008,06053,Feb,2.87
2009,06053,Feb,5.87
2010,06053,Feb,4.67
2011,06053,Feb,4.7
2012,06053,Feb,0.93
2013,06053,Feb,0.58
2014,06053,Feb,4.69
2015,06053,Feb,2.19
2016,06053,Feb,1.1
2017,06053,Feb,7.6
2018,06053,Feb,0.35
2019,06053,Feb,8.85
2020,06053,Feb,0.02
2021,06053,Feb,0.34
2022,06053,Feb,0.14
2023,06053,Feb,3.46
1895,06055,Feb,3.28
1896,06055,Feb,0.21
1897,06055,Feb,7.2
1898,06055,Feb,5.77
1899,06055,Feb,0.36
1900,06055,Feb,1.26
1901,06055,Feb,7.76
1902,06055,Feb,15.28
1903,06055,Feb,2.62
1904,06055,Feb,13.06
1905,06055,Feb,4.15
1906,06055,Feb,6.7
1907,06055,Feb,5.68
1908,06055,Feb,4.91
1909,06055,Feb,10.34
1910,06055,Feb,2.81
1911,06055,Feb,3
1912,06055,Feb,0.59
1913,06055,Feb,0.42
1914,06055,Feb,7.29
1915,06055,Feb,13.56
1916,06055,Feb,3.95
1917,06055,Feb,8.03
1918,06055,Feb,7.01
1919,06055,Feb,11.24
1920,06055,Feb,1.15
1921,06055,Feb,1.41
1922,06055,Feb,8.64
1923,06055,Feb,1
1924,06055,Feb,4.01
1925,06055,Feb,12.1
1926,06055,Feb,8.58
1927,06055,Feb,11.06
1928,06055,Feb,3.53
1929,06055,Feb,2.68
1930,06055,Feb,4.12
1931,06055,Feb,1.6
1932,06055,Feb,2.19
1933,06055,Feb,1.33
1934,06055,Feb,5.85
1935,06055,Feb,2.39
1936,06055,Feb,12.79
1937,06055,Feb,9.66
1938,06055,Feb,13.5
1939,06055,Feb,1.73
1940,06055,Feb,13.71
1941,06055,Feb,10.34
1942,06055,Feb,8.29
1943,06055,Feb,2.19
1944,06055,Feb,7.71
1945,06055,Feb,5.86
1946,06055,Feb,2.42
1947,06055,Feb,3.81
1948,06055,Feb,1.72
1949,06055,Feb,3.74
1950,06055,Feb,5.3
1951,06055,Feb,2.91
1952,06055,Feb,3.31
1953,06055,Feb,0.04
1954,06055,Feb,4.92
1955,06055,Feb,1.9
1956,06055,Feb,7.42
1957,06055,Feb,6.53
1958,06055,Feb,14.54
1959,06055,Feb,7.95
1960,06055,Feb,7.68
1961,06055,Feb,2.42
1962,06055,Feb,11.13
1963,06055,Feb,5
1964,06055,Feb,0.17
1965,06055,Feb,1.16
1966,06055,Feb,3.94
1967,06055,Feb,0.49
1968,06055,Feb,4.28
1969,06055,Feb,9.92
1970,06055,Feb,3.11
1971,06055,Feb,0.25
1972,06055,Feb,2.87
1973,06055,Feb,8.65
1974,06055,Feb,2.59
1975,06055,Feb,10.63
1976,06055,Feb,1.93
1977,06055,Feb,2.02
1978,06055,Feb,6.62
1979,06055,Feb,7.35
1980,06055,Feb,11.61
1981,06055,Feb,2.24
1982,06055,Feb,5.34
1983,06055,Feb,11.94
1984,06055,Feb,2.52
1985,06055,Feb,3.77
1986,06055,Feb,19.53
1987,06055,Feb,5.25
1988,06055,Feb,0.55
1989,06055,Feb,1.24
1990,06055,Feb,3.54
1991,06055,Feb,4.07
1992,06055,Feb,9.18
1993,06055,Feb,7.57
1994,06055,Feb,5.34
1995,06055,Feb,0.75
1996,06055,Feb,10.05
1997,06055,Feb,0.46
1998,06055,Feb,17.63
1999,06055,Feb,10.02
2000,06055,Feb,11.3
2001,06055,Feb,8
2002,06055,Feb,1.72
2003,06055,Feb,2.2
2004,06055,Feb,9.34
2005,06055,Feb,4.53
2006,06055,Feb,4.67
2007,06055,Feb,6.9
2008,06055,Feb,4.17
2009,06055,Feb,10.1
2010,06055,Feb,4.98
2011,06055,Feb,6.3
2012,06055,Feb,1.78
2013,06055,Feb,0.49
2014,06055,Feb,9.65
2015,06055,Feb,4.33
2016,06055,Feb,1.15
2017,06055,Feb,13
2018,06055,Feb,0.31
2019,06055,Feb,14.41
2020,06055,Feb,0.01
2021,06055,Feb,1.93
2022,06055,Feb,0.06
2023,06055,Feb,4.22
1895,06057,Feb,5.95
1896,06057,Feb,0.73
1897,06057,Feb,14.65
1898,06057,Feb,8.4
1899,06057,Feb,1.02
1900,06057,Feb,2.91
1901,06057,Feb,13.08
1902,06057,Feb,17.22
1903,06057,Feb,3.42
1904,06057,Feb,25.11
1905,06057,Feb,5.72
1906,06057,Feb,9.4
1907,06057,Feb,9.2
1908,06057,Feb,5.12
1909,06057,Feb,13.51
1910,06057,Feb,5.93
1911,06057,Feb,5.83
1912,06057,Feb,0.75
1913,06057,Feb,1.43
1914,06057,Feb,8.5
1915,06057,Feb,17.46
1916,06057,Feb,7.43
1917,06057,Feb,12.73
1918,06057,Feb,12.18
1919,06057,Feb,18.09
1920,06057,Feb,3.43
1921,06057,Feb,3.9
1922,06057,Feb,17.38
1923,06057,Feb,2.31
1924,06057,Feb,4.44
1925,06057,Feb,14.83
1926,06057,Feb,12.4
1927,06057,Feb,17.14
1928,06057,Feb,3.42
1929,06057,Feb,4.81
1930,06057,Feb,5.33
1931,06057,Feb,4.21
1932,06057,Feb,5.42
1933,06057,Feb,2.08
1934,06057,Feb,7.12
1935,06057,Feb,4.61
1936,06057,Feb,20.96
1937,06057,Feb,13.77
1938,06057,Feb,21.61
1939,06057,Feb,4.55
1940,06057,Feb,17.84
1941,06057,Feb,10.39
1942,06057,Feb,10.33
1943,06057,Feb,4.27
1944,06057,Feb,10.65
1945,06057,Feb,13.49
1946,06057,Feb,4.7
1947,06057,Feb,5.14
1948,06057,Feb,3.96
1949,06057,Feb,6.27
1950,06057,Feb,6.68
1951,06057,Feb,5.88
1952,06057,Feb,9.24
1953,06057,Feb,0.44
1954,06057,Feb,7.76
1955,06057,Feb,3.86
1956,06057,Feb,6.82
1957,06057,Feb,9.91
1958,06057,Feb,15.91
1959,06057,Feb,10.77
1960,06057,Feb,12.37
1961,06057,Feb,4.97
1962,06057,Feb,19.49
1963,06057,Feb,7.17
1964,06057,Feb,0.74
1965,06057,Feb,1.69
1966,06057,Feb,3.85
1967,06057,Feb,0.92
1968,06057,Feb,8.17
1969,06057,Feb,14.04
1970,06057,Feb,4.07
1971,06057,Feb,1.22
1972,06057,Feb,6.22
1973,06057,Feb,10.55
1974,06057,Feb,4.33
1975,06057,Feb,14.98
1976,06057,Feb,5.03
1977,06057,Feb,3.71
1978,06057,Feb,8.03
1979,06057,Feb,11.43
1980,06057,Feb,14.94
1981,06057,Feb,3.56
1982,06057,Feb,8.19
1983,06057,Feb,14.31
1984,06057,Feb,6.98
1985,06057,Feb,5.38
1986,06057,Feb,26.92
1987,06057,Feb,6.85
1988,06057,Feb,0.56
1989,06057,Feb,4.51
1990,06057,Feb,6.17
1991,06057,Feb,3.44
1992,06057,Feb,11.5
1993,06057,Feb,11.56
1994,06057,Feb,8.32
1995,06057,Feb,1.63
1996,06057,Feb,14.54
1997,06057,Feb,1.14
1998,06057,Feb,17.99
1999,06057,Feb,15.2
2000,06057,Feb,18.25
2001,06057,Feb,7.53
2002,06057,Feb,4.12
2003,06057,Feb,3.06
2004,06057,Feb,11.04
2005,06057,Feb,4.43
2006,06057,Feb,6.55
2007,06057,Feb,12.28
2008,06057,Feb,6.07
2009,06057,Feb,10.12
2010,06057,Feb,6.04
2011,06057,Feb,7.13
2012,06057,Feb,3.03
2013,06057,Feb,0.66
2014,06057,Feb,12.91
2015,06057,Feb,6.73
2016,06057,Feb,2.29
2017,06057,Feb,23.27
2018,06057,Feb,1.35
2019,06057,Feb,21.56
2020,06057,Feb,0.16
2021,06057,Feb,3.77
2022,06057,Feb,0.58
2023,06057,Feb,7.06
1895,06059,Feb,1.42
1896,06059,Feb,0.07
1897,06059,Feb,4.62
1898,06059,Feb,0.56
1899,06059,Feb,0.44
1900,06059,Feb,0.06
1901,06059,Feb,4.55
1902,06059,Feb,2.65
1903,06059,Feb,1.71
1904,06059,Feb,1.89
1905,06059,Feb,7.67
1906,06059,Feb,1.87
1907,06059,Feb,2.69
1908,06059,Feb,2.78
1909,06059,Feb,4.03
1910,06059,Feb,0.12
1911,06059,Feb,3.23
1912,06059,Feb,0
1913,06059,Feb,5.73
1914,06059,Feb,4.12
1915,06059,Feb,4.59
1916,06059,Feb,1.36
1917,06059,Feb,3
1918,06059,Feb,3.32
1919,06059,Feb,1.93
1920,06059,Feb,3.55
1921,06059,Feb,0.9
1922,06059,Feb,3.53
1923,06059,Feb,1.43
1924,06059,Feb,0.04
1925,06059,Feb,0.76
1926,06059,Feb,3.3
1927,06059,Feb,8.36
1928,06059,Feb,1.87
1929,06059,Feb,1.24
1930,06059,Feb,0.65
1931,06059,Feb,2.82
1932,06059,Feb,6.13
1933,06059,Feb,0.02
1934,06059,Feb,1.9
1935,06059,Feb,2.39
1936,06059,Feb,6.57
1937,06059,Feb,8.4
1938,06059,Feb,6.36
1939,06059,Feb,1.83
1940,06059,Feb,4.34
1941,06059,Feb,8.04
1942,06059,Feb,0.98
1943,06059,Feb,3.29
1944,06059,Feb,6.8
1945,06059,Feb,3.68
1946,06059,Feb,0.79
1947,06059,Feb,0.55
1948,06059,Feb,1.52
1949,06059,Feb,1.59
1950,06059,Feb,2
1951,06059,Feb,0.99
1952,06059,Feb,0.34
1953,06059,Feb,0.48
1954,06059,Feb,2.44
1955,06059,Feb,1.39
1956,06059,Feb,0.46
1957,06059,Feb,1.15
1958,06059,Feb,5.67
1959,06059,Feb,3.35
1960,06059,Feb,2.64
1961,06059,Feb,0.02
1962,06059,Feb,7.63
1963,06059,Feb,3.96
1964,06059,Feb,0.14
1965,06059,Feb,0.34
1966,06059,Feb,1.3
1967,06059,Feb,0.01
1968,06059,Feb,0.5
1969,06059,Feb,9.01
1970,06059,Feb,2.03
1971,06059,Feb,0.61
1972,06059,Feb,0.1
1973,06059,Feb,5.15
1974,06059,Feb,0.13
1975,06059,Feb,2.15
1976,06059,Feb,3.49
1977,06059,Feb,0.81
1978,06059,Feb,6.87
1979,06059,Feb,2.57
1980,06059,Feb,9.99
1981,06059,Feb,1.41
1982,06059,Feb,0.97
1983,06059,Feb,4.36
1984,06059,Feb,0.01
1985,06059,Feb,1.31
1986,06059,Feb,4.36
1987,06059,Feb,1.86
1988,06059,Feb,1.12
1989,06059,Feb,1.54
1990,06059,Feb,2.94
1991,06059,Feb,3.35
1992,06059,Feb,6.52
1993,06059,Feb,6.57
1994,06059,Feb,4.07
1995,06059,Feb,1.77
1996,06059,Feb,5
1997,06059,Feb,0.27
1998,06059,Feb,13.46
1999,06059,Feb,0.57
2000,06059,Feb,4.53
2001,06059,Feb,6.48
2002,06059,Feb,0.26
2003,06059,Feb,5.02
2004,06059,Feb,4.45
2005,06059,Feb,8.68
2006,06059,Feb,1.9
2007,06059,Feb,1.05
2008,06059,Feb,1.96
2009,06059,Feb,3.62
2010,06059,Feb,3.69
2011,06059,Feb,2.21
2012,06059,Feb,0.74
2013,06059,Feb,0.47
2014,06059,Feb,1.62
2015,06059,Feb,0.58
2016,06059,Feb,0.39
2017,06059,Feb,3.92
2018,06059,Feb,0.32
2019,06059,Feb,6.3
2020,06059,Feb,0.34
2021,06059,Feb,0.05
2022,06059,Feb,0.21
2023,06059,Feb,3.56
1895,06061,Feb,6.38
1896,06061,Feb,0.6
1897,06061,Feb,15.07
1898,06061,Feb,7.4
1899,06061,Feb,0.87
1900,06061,Feb,2.82
1901,06061,Feb,12.67
1902,06061,Feb,15.72
1903,06061,Feb,3.21
1904,06061,Feb,22.49
1905,06061,Feb,5.06
1906,06061,Feb,8.83
1907,06061,Feb,8.23
1908,06061,Feb,4.62
1909,06061,Feb,12.82
1910,06061,Feb,5.58
1911,06061,Feb,6.1
1912,06061,Feb,0.48
1913,06061,Feb,1.01
1914,06061,Feb,7.42
1915,06061,Feb,15.78
1916,06061,Feb,6.77
1917,06061,Feb,11.93
1918,06061,Feb,11.81
1919,06061,Feb,16.94
1920,06061,Feb,2.99
1921,06061,Feb,3.59
1922,06061,Feb,16.65
1923,06061,Feb,2.2
1924,06061,Feb,3.51
1925,06061,Feb,12.92
1926,06061,Feb,10.96
1927,06061,Feb,14.35
1928,06061,Feb,2.97
1929,06061,Feb,4.32
1930,06061,Feb,4.75
1931,06061,Feb,3.94
1932,06061,Feb,5.53
1933,06061,Feb,1.65
1934,06061,Feb,6.29
1935,06061,Feb,3.38
1936,06061,Feb,19.7
1937,06061,Feb,12.9
1938,06061,Feb,18.37
1939,06061,Feb,4.09
1940,06061,Feb,15.81
1941,06061,Feb,9.29
1942,06061,Feb,8.82
1943,06061,Feb,4.05
1944,06061,Feb,9.96
1945,06061,Feb,11.81
1946,06061,Feb,3.84
1947,06061,Feb,4.44
1948,06061,Feb,3.95
1949,06061,Feb,5.8
1950,06061,Feb,5.65
1951,06061,Feb,5.09
1952,06061,Feb,7.82
1953,06061,Feb,0.39
1954,06061,Feb,7.13
1955,06061,Feb,3.76
1956,06061,Feb,6.04
1957,06061,Feb,8.58
1958,06061,Feb,13.74
